Name:	Kotgarhi, also known as Kotgurui, Sodochi, Shodochi
SIL classification: 	Indo-European > Indo-Iranian > Indo-Aryan > Northern Zone > Western Pahari > Mahasu Pahari > Upper Mahasu Pahari > Kotgarhi
ISO 639-3 code:	No code
WALS classification:	Family: Indo-European > Genus: Indic
WALS coordinates: 	
Compiler:	Anju Saxena
Data entry personnel:	David Karlander
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License

S01.100	the world	dunia, prīthɪ, prīthwɪ		The Amazon is the longest river in the world.
S16.340	to regret or be sorry	-		I regret my mistake./I am sorrry about my mistake.
S16.350	the pity	g'ì:ɳ, dɛa		–
S16.370	to cry	-		–
S16.380	the tear	āʃ:u, āʃ:uɔ		–
S16.390	to groan	-		–
S16.410	to hate	-		–
S16.420	the anger	kro:d, rōʃ		–
S16.440	the envy or jealousy	-		–
S16.450	the shame	-		–
S16.480	proud	moʈ:ɔ		–
S16.510	to dare	-		–
S16.520	brave	b'àdər		–
S16.530	the fear	b'ɛ̀:, ɖɔ:r		–
S16.540	the danger	-		–
S16.620	to want	-		–
S16.622	to choose	-		–
S16.630	to hope	-		–
S16.650	faithful	-		–
S16.660	true	sɔ̄t:sɔ		–
S16.670	to lie(2)	-		–
S16.680	the deceit	-		–
S16.690	to forgive	-		–
S16.710	good	āt:shɔ		–
S16.720	bad	khəra:b, gəlindo		–
S16.730	right(2)	ʈhī:k		–
S16.740	wrong	gɔlət		–
S16.760	the fault	kho:ʈ		It's your fault we missed the bus!
S16.770	the mistake	gɔltɪ		–
S16.780	the blame	-		–
S16.790	the praise	gʊ:ɳ		–
S16.810	beautiful	bāɳʈhiɔ, bāɳʈhən		–
S16.820	ugly	-		–
S16.830	greedy	liuro		–
S16.840	clever	tsɔndrɔ		–
S17.110	the mind	mɔnɽu, tsi:t	mɔnɽu 'mind (DIMINU) '	I don't know what's going on in her mind.
S17.130	to think(1)	sōʈhɳõ		You should think first before speaking.
S17.140	to think(2)	-		I think that this is not right.
S17.150	to believe	d'ìzɳõ, dzaɳnõ		You shouldn't believe everything you read.
S17.160	to understand	bɛɽnõ, dzaɳnõ		I do not understand why they left us so early.
S17.170	to know	dzaɳnõ		They know that we are coming today.
S17.171	to guess	-		Guess how much money I have.
S17.172	to imitate	-		–
S17.180	to seem	-		The house seems to be empty.
S17.190	the idea	-		–
S17.210	wise	sədzaɳo		–
S17.220	stupid	ʈaʈo		–
S17.230	mad	pagəl		–
S17.240	to learn	ʃīkhɳõ		Where did you learn to cook so well?
S17.242	to study	pɔ̄ɽ'nõ		I have to study for my test.
S17.250	to teach	ʃəekhɛ̄uɳõ		–
S17.260	the pupil	-		There are 10 pupils in the class, aged 6-7.
S17.270	the teacher	-		–
S17.280	the school	-		The children go to school every morning.
S17.310	to remember	sɔ̄mb'əɭnõ		Do you remember the name of your first teacher?
S17.320	to forget	bīs:ərnõ		–
S17.340	clear	-		a clear explanation
S17.350	obscure	-		an obscure reason
S17.360	secret	-		–
S17.370	certain	-		It is certain that the theft occurred during the night.
S17.380	to explain	bətauɳõ		–
S17.410	the intention	-		It was not his intention to wake the baby up.
S17.420	the cause	-		What was the cause of the accident?
S17.430	the doubt	ʃɔ̄ k		–
S17.440	to suspect	-		The police suspected that he was a drug dealer.
S17.441	to betray	-		–
S17.450	the need or necessity	gɔrz		–
S17.460	easy	sā:n		–
S17.470	difficult	kɔ̄ʈ:hiɳ, kɔ̄ʈ:həɳ		–
S17.480	to try	-		–
S17.490	the manner	-		–
S17.510	and	ã, aɳe, ɔr		–
S17.520	because	kil:ɛ, kil:ɛ ki		–
S17.530	if	agər		–
S17.540	or	a:, b'àũ		–
S17.550	yes	ò, 'òe, 'òu		–
S17.560	no	na, nã		–
S17.610	how?	ke:ro, kiɳo, kɛ:ɽo		–
S17.620	how many?	et:i		–
S17.630	how much?	et:i , ketrɔ		–
S17.640	what?	ka		What is that thing on the table?
S17.650	when?	kɔdu, kɔdru		–
S17.660	where?	kēc:hɛ, kɛ̄t:hɛ, kindɛ, kindi		–
S17.670	which?	-		–
S17.680	who?	kɔ:ɳ, kʊ:ɳ		–
S17.690	why?	kila , ka, kil:ɛ		–
S18.110	the voice	batsa		–
S18.120	to sing	ga:ɳõ		–
S18.130	to shout	ʈɛ̄ɭnõ		Be careful, he shouted, "a lion!"
S18.150	to whisper	-		–
S18.160	to mumble	-		The little boy mumbled something about wanting to go to the toilet.
S18.170	to whistle	-		–
S18.180	to shriek	-		–
S18.190	to howl	gūg'ɳõ		–
S18.210	to speak or talk	bolɳõ		–
S18.211	to stutter or stammer	lāʈ:höɽnõ		–
S18.220	to say	bolɳõ		She said she'd be late.
S18.221	to tell	dɔsɳõ		Our grandmother told us a story.
S18.222	the speech	bo:l, bol:ɪ	bo:l 'speech, mention', bo:lɪ 'speech, language'	In his speech, the chief thanked the guests.
S18.230	to be silent	-		–
S18.240	the language	bol:ɪ, b'a:ʃ		–
S18.260	the word	gɔl		–
S18.280	the name	nɛũ		What's your name?
S18.310	to ask(1)	pūshɳõ		Where is your mother?, he asked.
S18.320	to answer	-		I asked him where his mother was, but he didn't answer.
S18.330	to admit	manɳõ		The suspect admitted he stole the car.
S18.340	to deny	mukərnõ		She denied she was the thief.
S18.350	to ask(2)	maŋgɳõ, mɔŋgɳo		She asked for a glass of water.
S18.360	to promise	b'āʃɳõ		–
S18.370	to refuse	naɳna kɔrni		–
S18.380	to forbid	-		–
S18.390	to scold	-		–
S18.410	to call(1)	kheɽnõ		The king called his ministers for a meeting.
S18.420	to call(2)	-		The parents decided to call their son David.
S18.430	to announce	-		–
S18.440	to threaten	-		–
S18.450	to boast	-		–
S18.510	to write	līkhɳõ		–
S18.520	to read	bantsɳõ		–
S18.560	the paper	kagəz		She took a piece of paper and wrote down her name.
S18.570	the pen	kɔləm		You must use a pen, not a pencil.
S18.610	the book	kəta:b, kita:b, pōt:hɪ		–
S18.670	the poet	-		–
S18.710	the flute	-		He plays the flute and she plays the violin.
S18.720	the drum	ɖ'òlkɔ		Don't beat the drum so hard, it's too loud.
S18.730	the horn or trumpet	kərnaɽɪ		–
S18.740	the rattle	-		–
S19.110	the country	muluk		He has traveled to Japan, China, India, and many other countries.
S19.120	the native country	-		After the civil war ended, the refugees were able to return to their native country.
S19.150	the town	ʃɛ̄:r, nɔugrɪ, nɔ:grɪ, nɔugre, nɔ:gre	nɔugrɪ, nɔ:grɪ, nɔugre, nɔ:gre 'town, village, country, state'	Farmers come into town to sell their produce.
S19.160	the village	graũ, grauɳʈu		The farmers' fields are near their village.
S19.170	the boundary	sīũ		The province boundary is also the border between the two countries.
S19.210	the people	lo:g, logu	logu 'people, other people, strangers'	The president is unpopular, but the people adore his daughter.
S19.230	the clan	-		The entire clan lives in one large house.
S19.240	the chieftain	-		–
S19.250	the walking stick	ʈōʈ:hu		–
S19.310	to rule or govern	-		The president ruled the country for 25 years.
S19.320	the king	|bad|ʃā, radza, radzɔ		King David
S19.330	the queen	raɳɪ		Queen Elizabeth
S19.360	the noble	ʈhākur		Nobles are exempt from paying taxes.
S19.370	the citizen	-		a citizen of Germany
S19.410	the master	sā:b		–
S19.420	the slave	bando		–
S19.430	the servant	nɔukər, nɔ:grɪ		–
S19.440	the freeman	-		His mother was a slave, but his father was a freeman.
S19.450	to command or order	-		The officer commanded them to line up against the wall.
S19.460	to obey	-		Soldiers are expected to obey their superiors.
S19.470	to permit	dɛ:ɳõ		I am afraid I cannot permit my daughter to marry you.
S19.510	the friend	a:r, sɔ̄ŋgɪ		–
S19.520	the enemy	dʊʃmən, bɛrɪ		–
S19.540	the neighbour	-		It's hard to sleep because the neighbors are noisy.
S19.550	the stranger	logu		She's not afraid of strangers.
S19.560	the guest	pauɳɔ		–
S19.570	the host	-		The host offered his guests some wine.
S19.580	to help	-		–
S19.590	to prevent	barnõ		The police prevented the demonstrators from entering the building.
S19.610	the custom	adəte, bwa:r		–
S19.620	the quarrel	-		We have a quarrel with the neighbors over their noise.
S19.630	the plot	mɔ̄thrɪ		There was a plot to kill the queen.
S19.650	to meet	mɪɭɳõ		We agreed to meet in front of the theatre.
S19.720	the prostitute	kantsɳɪ		–
S20.110	to fight	ɟ'ɛ̄ʈhɳõ		The two tribes have been fighting for weeks.
S20.130	the war or battle	-		–
S20.140	the peace	-		–
S20.150	the army	phɔ̄:dz, sēna		The Roman army conquered Jerusalem.
S20.170	the soldier	-		–
S20.210	the weapons	ʃɔ̄stər		–
S20.220	the club	mʊŋgɭɪ		–
S20.222	the battle-axe	-		–
S20.230	the sling	gəlo:l		–
S20.240	the bow	d'ɔ̀:ɳ		–
S20.250	the arrow	ti:r, ba:ɳ		–
S20.260	the spear	bɔrtsho		–
S20.270	the sword	təɭwa:r		–
S20.280	the gun	-		She shot the thief with a gun.
S20.310	the armour	-		The knight wore a shining armor.
S20.330	the helmet	-		Put on your helmet when you ride a motorcycle.
S20.340	the shield	bɔndu		He held up his shield to protect his head from the attack.
S20.350	the fortress	-		–
S20.360	the tower	-		From the tower you can see the entire town.
S20.410	the victory	-		–
S20.420	the defeat	ʃəkɔ̄st		–
S20.430	the attack	-		–
S20.440	to defend	-		He defended himself but the robber took his wallet.
S20.450	to retreat	-		–
S20.460	to surrender	-		–
S20.470	the captive or prisoner	-		–
S20.471	the guard	pɔ̄:rnõ		I wanted to go in but the guard wouldn't let me.
S20.480	the booty	-		–
S20.490	the ambush	-		–
S20.510	the fisherman	dz'èwəɭ		–
S20.520	the fishhook	-		–
S20.530	the fishing line	-		–
S20.540	the fishnet	-		–
S20.550	the fish trap	-		–
S20.560	the bait	-		Worms are used as bait.
S20.610	to hunt	-		–
S20.620	to shoot	-		She shot the intruder with her gun.
S20.630	to miss	-		He shot at the bird but missed it.
S20.640	the trap	-		The hunter lay a trap for the bear.
S20.650	to trap	-		The hunter trapped a fox.
S21.110	the law	-		There ought to be a law against cutting down trees.
S21.150	the court	-		–
S21.160	to adjudicate	-		–
S21.170	the judgment	-		–
S21.180	the judge	-		–
S21.210	the plaintiff	-		–
S21.220	the defendant	-		–
S21.230	the witness	-		–
S21.240	to swear	b'āʃɳõ		I swear to tell the truth.
S21.250	the oath	kɔs:əm, dəroɪ, sō:, ʃɔ̄pət		–
S21.310	to accuse	-		She accused him of stealing her purse.
S21.320	to condemn	-		The judge condemned the defendant and sentenced him to two years in prison.
S21.330	to convict	-		He was convicted and sentenced to life in prison.
S21.340	to acquit	-		The defendant was acquitted of all charges.
S21.350	guilty	-		The judge found the defendant guilty.
S21.360	innocent	-		He was punished even though he was innocent.
S21.370	the penalty or punishment	sɔ̄za, da:ɳɖ		–
S21.380	the fine	da:ɳɖ		I had to pay a fine of $100 for speeding.
S21.390	the prison	dzɛ:l		–
S21.420	the murder	-		Murder is punished very severely.
S21.430	the adultery	-		–
S21.440	the rape	-		–
S21.460	the arson	-		–
S21.470	the perjury	-		–
S21.510	to steal	tsornõ		–
S21.520	the thief	-		–
S22.110	the religion	-		–
S22.120	the god	deu		–
S22.130	the temple	deuʈhɪ, mandər		–
S22.140	the altar	bed:ɪ		–
S22.150	the sacrifice	ɟɔg		–
S22.160	to worship	puɟɳo		–
S22.170	to pray	pudzɳõ		The farmers prayed for rain.
S22.180	the priest	pərō:t		–
S22.190	holy	-		–
S22.220	to preach	-		–
S22.230	to bless	-		–
S22.240	to curse	-		–
S22.260	to fast	-		–
S22.310	the heaven	as|ma:n		–
S22.320	the hell	pɛita:l		–
S22.350	the demon	pɔʃā:c, rākʃ		–
S22.370	the idol	murət, murta		–
S22.420	the magic	bɪdja		–
S22.430	the sorcerer or witch	ɟogɳɪ		–
S22.440	the fairy or elf	pɔrɪ		–
S22.450	the ghost	b'ùtɽɔ, tɔpkɔ		–
S22.470	the omen	-		–
