Name:   Tibetan
SIL classification:     Sino-Tibetan > Tibeto-Burman > Western Tibeto-Burman > Bodish > Central Bodish > Central
ISO 639-3 code: bod
WALS classification:    Family: Sino-Tibetan > Genus: Bodic
WALS coordinates:       29°50'N, 91°30'E
Compiler:       Anju Saxena
Data entry personnel:   David Karlander
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License

S01.100	the world	dzam bu gliṅ	The Amazon is the longest river in the world.
S14.290	ready	-	I'm ready to go, but my husband is still in the shower.
S14.310	always	ga dus	He always comes late.
S14.320	often	dus rgyun	He often comes late, but today he's on time.
S14.330	sometimes	dus 'ga'	Sometimes he comes late, but more often he's on time.
S14.331	soon	-	Don't go yet, he'll be here soon.
S14.332	for a long time	-	He waited for a long time, but she never came.
S14.340	never	nam yaṅ	I never eat pork.
S14.350	again	bskyar ma	I was there yesterday, but today I'm going again.
S14.410	the day(1)	ñi ma	The days are very hot here, but the nights are cool.
S14.4110	the day(2)	ñi ma	I am staying here for two days.
S14.420	the night	dgong	The days very hot here, but the nights are cool.
S14.430	the dawn	skya reṅs	The sun comes up at dawn.
S14.440	the morning	sṅa cha	The children go to school in the morning.
S14.450	the midday	ñi phyed	We prefer having dinner at midday rather than in the evening.
S14.451	the afternoon	ñin phyed	In the aftertoon I like to take a nap.
S14.460	the evening	dgoṅ ma	We prefer having dinner at midday rather than in the evening.
S14.470	today	di ring	He's not in today, please call again tomorrow morning.
S14.480	tomorrow	-	He's not in today, please call again tomorrow morning.
S14.481	the day after tomorrow	gnaṅs	She's leaving tomorrow and coming back the day after tomorrow.
S14.490	yesterday	kha rtsaṅ, khar rtsaṅ	She left the day before yesterday and arrived yesterday.
S14.491	the day before yesterday	kha rtsaṅ źag	She left the day before yesterday and arrived yesterday.
S14.510	the hour	dus tshod	The day here lasts 15 hours in midsummer.
S14.530	the clock	chu tshod	That clock on the wall was bought by my grandfather.
S14.610	the week	bdun gcig	I'm planning to stay for a week or two.
S14.620	Sunday	gza' ñi ma	On Sunday we go to church.
S14.630	Monday	gza' zla ba	On Monday we go to work.
S14.640	Tuesday	gza' migmar	On Tuesday we're having a party.
S14.650	Wednesday	gza' lhag pa	On Wednesday there is a holiday.
S14.660	Thursday	gza' phur ba	On Thursday my mother is arriving.
S14.670	Friday	gza' pa saṅs	On Friday we go to the mosque.
S14.680	Saturday	gza' spen pa	On Saturday we go to the synagogue.
S14.710	the month	zla	There are twelve months in a year.
S14.730	the year	lo	A year normally lasts 365 days.
S14.740	the winter	dgun, dgun ka	The winters are very cold here.
S14.750	the spring(2)	dpyid, dpyid ka	The tree blooms in the spring.
S14.760	the summer	dbyar ka	The summers are very hot here.
S14.770	the autumn/fall	ston	In the autumn it gets cooler.
S14.780	the season	dus tshigs	There are only two seasons here, the dry season and the wet season.
S14.99901	Chinese New Year	-	–
S14.99902	long ago	daṅ phugs	–
S14.99903	New Year	losar	–
S14.99905	the period	skabs	–
S14.99906	the time(2)	skabs	–
S15.210	to smell(1)	kha	The flower smells pleasant.
S15.212	to sniff	snom, snam 	He opened the milk and sniffed it.
S15.220	to smell(2)	-	I think I smell gas!
S15.250	fragrant	źim po	–
S15.260	stinking 	bro	–
S15.310	to taste (TR)	myoṅ, myaṅs, myaṅ, myoṅs	This soup tastes very good.
S15.350	sweet	mṅar	The ripe fruit is sweet.
S15.360	salty	tshwa khu	The soup is too salty, add some water.
S15.370	bitter	kha po	The medicine is bitter, take it with honey.
S15.380	sour	skyur	Sprinkle a little sugar over the strawberries if they are sour.
S15.390	brackish	-	brackish water
S15.410	to hear (INTR)	thos	I heard the sound of rain splashing on the window.
S15.420	to listen (INTR)	grag	Listen to the strange noise in the engine.
S15.440	the sound or noise	skad	There were strange sounds coming from the next room.
S15.450	loud	gsaṅ po 	The music is very loud.
S15.460	quiet	tsog ge	We have to be quiet so as not to wake the baby.
S15.510	to see	-	I see a house in the distance.
S15.520	to look	lta, bltas	I'm looking but I can't see the house.
S15.550	to show	ston, bstan	She showed me her house.
S15.560	to shine	gsal	That lamp is shining in my eyes.
S15.570	bright	bkrag can	I awoke from the bright sunlight.
S15.610	the colour/color	kha mdog	My shirt is red, but I'd prefer a different colour.
S15.620	light(2)	bkrag	–
S15.630	dark	thib	It is dark in the room because the lamp is broken.
S15.640	white	dkar po 	(snow)
S15.650	black	nag po	(charcoal)
S15.660	red	dmar po	(blood)
S15.670	blue	sṅo po	(sky)
S15.680	green	sṅon po	(leaves)
S15.690	yellow	ser po	(yolk of chicken egg)
S15.710	to touch	ñug, ñugs	The child wanted to touch everything.
S15.712	to pinch	debs, btab	Mum, the boy pinched me!
S15.720	to feel	-	Feel (the quality of) this cloth!
S15.740	hard	krag krag	Diamond is the hardest substance known to man.
S15.750	soft	jam po	a soft pillow
S15.760	rough(1)	rtsub mo	Her hands were rough from hard work.
S15.770	smooth	jampo	smooth skin
S15.780	sharp	rnon po	The knife is very sharp.
S15.790	blunt	kha med	This knife is blunt and does not cut well.
S15.810	heavy	lci ba	The suitcase is too heavy for me to carry.
S15.820	light(1)	yaṅ mo	You can carry this bag, it's fairly light.
S15.830	wet	rlon pa	He fell into the water, so his clothes are now wet.
S15.840	dry	skam po	The clothes were in the sun for a long time and are now dry.
S15.850	hot	dro po	It's better to do the work now because later it'll be too hot.
S15.851	warm	OT/CT dro-n-mo	The sun is shining and there's no wind, so it's warm and you can go out without a coat.
S15.860	cold	khyag, 'khyags	It's cold outside, so you need warm clothes.
S15.870	clean	dag dag	I washed my hands, so now they are clean.
S15.880	dirty	khams ldog, khams log	My hands are dirty from the work, so I need to wash them before the meal.
S15.890	wrinkled	gñer	the wrinkled face of a 90-year old man
S15.99901	brown	kham ma	–
S15.99902	grey	skya dkar	–
S15.99903	orange	dmar ser	–
S15.99904	pink	dkar dmar	–
S15.99905	the trace	rkaṅ rjes	–
S15.99906	violet	rgya smug	–
S16.110	the soul or spirit	rnam śes	–
S16.150	surprised or astonished	haṅ saṅs	–
S16.180	the good luck	bkra śis	–
S16.190	the bad luck	chag so	–
S16.230	happy	dgyes	–
S16.250	to laugh	dgod, rgod	–
S16.251	to smile	dzum, 'dzums	–
S16.260	to play	rtse, brtses	–
S16.270	to love (INTR)	dga'	I love you.
S16.290	to kiss	gel, bkal	–
S16.300	to embrace	khyud	–
S16.310	the pain	na zug	–
S16.320	the grief	sdug ñams	–
S16.330	the anxiety	sems rnam rtog	–
S16.340	to regret or be sorry (INTR)	gyod	I regret my mistake./I am sorrry about my mistake.
S16.350	the pity	sñiṅ rje	–
S16.370	to cry	bśum, bśums	–
S16.380	the tear	mchi ma	–
S16.390	to groan (INTR)	khun	–
S16.410	to hate	khon bi	–
S16.420	the anger	spro	–
S16.440	the envy or jealousy	phrag dog	–
S16.450	the shame	khrel	–
S16.480	proud	-	–
S16.510	to dare	spobs	–
S16.520	brave	sñiṅ chen	–
S16.530	the fear	skrag sṅaṅs 	–
S16.540	the danger	rkyen kha	–
S16.620	to want (INTR)	dgos	–
S16.622	to choose	dam, 'dems	–
S16.630	to hope	rewa	–
S16.650	faithful	bzo sṅa po can	–
S16.660	true	ṅo ma	–
S16.670	to lie(2)	rdzun	–
S16.680	the deceit	*khyon	–
S16.690	to forgive	-	–
S16.710	good	bde-mo 'nice', zhim-po 'tasty'	–
S16.720	bad	ṅan pa	–
S16.730	right(2)	khrigs	–
S16.740	wrong	caṅ min	–
S16.760	the fault	skyon cha	It's your fault we missed the bus!
S16.770	the mistake	nor	–
S16.780	the blame	sñad	–
S16.790	the praise	bstod kha	–
S16.810	beautiful	nying rjemo	–
S16.820	ugly	ñes po	–
S16.830	greedy	che	–
S16.840	clever	-	–
S16.99901	better	dga' ba	–
S16.99902	in vain	-	–
S16.99903	thank you!	thuks rje che	–
S16.99904	the evil	sdug cha	–
S16.99905	the mood	snaṅ ba	–
S16.99906	the trouble	dka' las	–
S16.99907	to be ashamed (INTR)	khrel	–
S16.99908	to be glad (INTR)	thad	–
S16.99909	to complain	-	–
S16.99910	to enthuse	-	–
S16.99911	to look forward	-	–
S16.99912	to praise (TR)	bstod	–
S16.99913	voluptuous	-	–
S16.99914	wild	gñan	–
S16.99915	worse	-	–
S17.110	the mind (HON)	thugs	I don't know what's going on in her mind.
S17.130	to think(1)	sems, bsams 	You should think first before speaking.
S17.140	to think(2)	dran	I think that this is not right.
S17.150	to believe	-	You shouldn't believe everything you read.
S17.160	to understand	-	I do not understand why they left us so early.
S17.170	to know (HON)	mkhyen	They know that we are coming today.
S17.171	to guess	khed	Guess how much money I have.
S17.172	to imitate	gran	–
S17.180	to seem (INTR)	thad	The house seems to be empty.
S17.190	the idea	god byus	–
S17.210	wise	mdzaṅs pa	–
S17.220	stupid	lkugs pa	–
S17.230	mad	smyon pa	–
S17.240	to learn	sbyoṅ, sbyaṅs	Where did you learn to cook so well?
S17.242	to study	slob, bslabs	I have to study for my test.
S17.250	to teach	śod, bśad	–
S17.260	the pupil	dge phrug	There are 10 pupils in the class, aged 6-7.
S17.270	the teacher	rgan lags	–
S17.280	the school	slob grwa	The children go to school every morning.
S17.310	to remember (INTR)	ṅes	Do you remember the name of your first teacher?
S17.320	to forget (INTR)	bsñel	–
S17.340	clear	-	a clear explanation
S17.350	obscure	-	an obscure reason
S17.360	secret	sñiṅ gtam	–
S17.370	certain	kho thag	It is certain that the theft occurred during the night.
S17.380	to explain	śod, bśad	–
S17.410	the intention	khuṅs	It was not his intention to wake the baby up.
S17.420	the cause	rkyen	What was the cause of the accident?
S17.430	the doubt	the tshom, the tsom	–
S17.440	to suspect	-	The police suspected that he was a drug dealer.
S17.441	to betray	-	–
S17.450	the need or necessity	dgos pa	–
S17.460	easy	las sla	–
S17.470	difficult	dka' ba	–
S17.480	to try	tshol, 'tshel	–
S17.490	the manner	spyod staṅs	–
S17.510	and	daṅ	–
S17.520	because	-	–
S17.530	if	gal te	–
S17.540	or	yaṅ na	–
S17.550	yes	bka' stsal	–
S17.560	no	-	–
S17.610	how?	ga zug	–
S17.620	how many?	tsam	–
S17.630	how much?	tsam tse	–
S17.640	what?	ci	What is that thing on the table?
S17.650	when?	nam	–
S17.660	where?	ga na	–
S17.670	which?	gaṅ	–
S17.680	who?	su	–
S17.690	why?	ci zig	–
S17.99901	on purpose	-	–
S17.99902	the possibility	rgyu 	–
S17.99903	the same	gcig pa	–
S17.99904	the scarcity	ñin riṅ 	–
S17.99905	the state	-	–
S17.99906	the study	slob sbyoṅs	–
S17.99907	to doubt	-	–
S18.110	the voice	skad	–
S18.120	to sing	len, blaṅs	–
S18.130	to shout	rgyab, rgyag	Be careful, he shouted, "a lion!"
S18.150	to whisper	śub	–
S18.160	to mumble	-	The little boy mumbled something about wanting to go to the toilet.
S18.170	to whistle	-	–
S18.180	to shriek	-	–
S18.190	to howl	ṅu, ṅus	–
S18.210	to speak or talk	mol	–
S18.211	to stutter or stammer	khril	–
S18.220	to say	mol	She said she'd be late.
S18.221	to tell	śod, bśad	Our grandmother told us a story.
S18.222	the speech	skad cha	In his speech, the chief thanked the guests.
S18.230	to be silent	-	–
S18.240	the language	skad	–
S18.260	the word	tshig	–
S18.280	the name	miṅ	What's your name?
S18.310	to ask(1)	dri, dris	Where is your mother?, he asked.
S18.320	to answer	zlog, bzlog	I asked him where his mother was, but he didn't answer.
S18.330	to admit	-	The suspect admitted he stole the car.
S18.340	to deny	-	She denied she was the thief.
S18.350	to ask(2)	-	She asked for a glass of water.
S18.360	to promise	chad	–
S18.370	to refuse	-	–
S18.380	to forbid	gog, 'gegs	–
S18.390	to scold	gyed, bkyes	–
S18.410	to call(1)	-	The king called his ministers for a meeting.
S18.420	to call(2)	bod, bos	The parents decided to call their son David.
S18.430	to announce	sko, bskos	–
S18.440	to threaten	bgam	–
S18.450	to boast	ṅom, ṅoms	–
S18.510	to write	rtsom, brtsams	–
S18.520	to read	sgrog, bsgrags	–
S18.560	the paper	śog	She took a piece of paper and wrote down her name.
S18.570	the pen	bri thur	You must use a pen, not a pencil.
S18.610	the book	phyag dpe	–
S18.670	the poet	-	–
S18.710	the flute	skad gliṅ bu	He plays the flute and she plays the violin.
S18.720	the drum	rṅa	Don't beat the drum so hard, it's too loud.
S18.730	the horn or trumpet	duṅ	–
S18.740	the rattle	-	–
S18.99901	the fairy tale	gtam dpe	–
S18.99902	the hieroglyph or hieroglyphics	-	–
S18.99903	the joke	kyag kyag	–
S18.99904	the poem	-	–
S18.99905	the upper case or capital letter	-	–
S18.99906	the violin	pi waṅ	–
S18.99907	the violin player	-	–
S18.99908	to chat	dogs, btags	–
S18.99909	to greet	tshal, btsal	–
S18.99910	to spell	-	–
S18.99911	to thank	-	–
S18.99912	to ululate	-	–
S19.110	the country	rgyal khab	He has traveled to Japan, China, India, and many other countries.
S19.120	the native country	pha yul	After the civil war ended, the refugees were able to return to their native country.
S19.150	the town	mkhar ñig	Farmers come into town to sell their produce.
S19.160	the village	yul	The farmers' fields are near their village.
S19.170	the boundary	mtshams	The province boundary is also the border between the two countries.
S19.210	the people	mi	The president is unpopular, but the people adore his daughter.
S19.230	the clan	rigs rus	The entire clan lives in one large house.
S19.240	the chieftain	-	–
S19.250	the walking stick	rgyug pa	–
S19.310	to rule or govern	skyoṅ, bskyaṅs	The president ruled the country for 25 years.
S19.320	the king	rgyal po	King David
S19.330	the queen	rgyal mo	Queen Elizabeth
S19.360	the noble	bzaṅ mo	Nobles are exempt from paying taxes.
S19.370	the citizen	mṅa 'baṅs	a citizen of Germany
S19.410	the master	bdag po	–
S19.420	the slave	bran g.yog	–
S19.430	the servant	źabs phyi	–
S19.440	the freeman	-	His mother was a slave, but his father was a freeman.
S19.4450	to liberate	skyob, bskyabs	King Rama V liberated the slaves in Siam.
S19.450	to command or order	god, bkod	The officer commanded them to line up against the wall.
S19.460	to obey	ñan, mñan, mñan, ñon	Soldiers are expected to obey their superiors.
S19.470	to permit (INTR)	chog	I am afraid I cannot permit my daughter to marry you.
S19.510	the friend	thugs grogs	–
S19.520	the enemy	dgra	–
S19.540	the neighbour	*khaṅ śid	It's hard to sleep because the neighbors are noisy.
S19.550	the stranger	gźan ma	She's not afraid of strangers.
S19.560	the guest	mgron pa	–
S19.5650	to invite	droṅs	We invited our neighbors to our place for dinner.
S19.570	the host	mgron pa	The host offered his guests some wine.
S19.580	to help	-	–
S19.590	to prevent	-	The police prevented the demonstrators from entering the building.
S19.610	the custom	khrims	–
S19.620	the quarrel	kha mchu	We have a quarrel with the neighbors over their noise.
S19.630	the plot	jus ṅan	There was a plot to kill the queen.
S19.650	to meet	tshog, 'tshogs	We agreed to meet in front of the theatre.
S19.720	the prostitute	chal mo 	–
S19.99901	Arabia	-	–
S19.99902	Australia	-	–
S19.99903	China	rgya nag	–
S19.99904	Egypt	-	–
S19.99905	free	yan pa	–
S19.99906	Greece	-	–
S19.99907	India	rgyagar	–
S19.99908	Madagascar	-	–
S19.99909	Rarotonga	-	–
S19.99910	Sir	-	–
S19.99911	Spain	-	–
S19.99913	the Brazilian	-	–
S19.99914	the certificate	-	–
S19.99915	the Chinese person	rgya mi	–
S19.99916	the communal labour	-	–
S19.99917	the European	-	–
S19.99918	the Creole or black person	-	–
S19.99920	the fool	glen gog	–
S19.99921	the foreman	-	–
S19.99922	the French person	-	–
S19.99923	the government document	-	–
S19.99924	the hermit	gro ba	–
S19.99925	the hockey	-	–
S19.99926	the layman	skya bo	–
S19.99927	the mixed-race Kali’na	-	–
S19.99928	the partner	grogs	–
S19.99930	the policeman	tshugs sa pa	–
S19.99931	the power	khyud	–
S19.99932	the settlement	-	–
S19.99933	the small change	sil ma	–
S19.99934	the socialism	spyi tshogs riṅ lugs	–
S19.99935	the sport	rtsed mo, rtse mo	–
S19.99936	the student	slob grwa ba	–
S19.99937	the vote or ballot or pole	-	–
S19.99938	to commit a crime	-	–
S19.99940	to quarrel INTR)	khon	–
S19.99941	to respect (TR)	bkur	–
S19.99942	to retire	-	–
S19.99943	to say goodbye	-	–
S19.99944	mate	-	–
S20.110	to fight	khrug, 'khrugs	The two tribes have been fighting for weeks.
S20.130	the war or battle	dmag	–
S20.140	the peace	bde ba	–
S20.150	the army	dmagmi	The Roman army conquered Jerusalem.
S20.170	the soldier	dmag mi 	–
S20.210	the weapons	lag rgyan	–
S20.220	the club	-	–
S20.222	the battle-axe	-	–
S20.230	the sling	sgu rdo	–
S20.240	the bow	gźu	–
S20.250	the arrow	phyag mda'	–
S20.260	the spear	mduṅ	–
S20.270	the sword	dpa' rtags	–
S20.280	the gun	menda	She shot the thief with a gun.
S20.310	the armour	khrab	The knight wore a shining armor.
S20.330	the helmet	rmog	Put on your helmet when you ride a motorcycle.
S20.340	the shield	phub	He held up his shield to protect his head from the attack.
S20.350	the fortress	-	–
S20.360	the tower	-	From the tower you can see the entire town.
S20.410	the victory	rgyal	–
S20.420	the defeat	pham	–
S20.430	the attack	rub	–
S20.440	to defend	skyob, bskyabs	He defended himself but the robber took his wallet.
S20.450	to retreat	byed, byas	–
S20.460	to surrender	-	–
S20.470	the captive or prisoner	btson pa	–
S20.471	the guard	sgo sruṅ ba	I wanted to go in but the guard wouldn't let me.
S20.480	the booty	-	–
S20.490	the ambush	jab khuṅ	–
S20.510	the fisherman	ña pa 	–
S20.520	the fishhook	-	–
S20.530	the fishing line	lcags pa	–
S20.540	the fishnet	-	–
S20.550	the fish trap	tse po, tsel po	–
S20.560	the bait	-	Worms are used as bait.
S20.610	to hunt	bda', bdas	–
S20.620	to shoot	-	She shot the intruder with her gun.
S20.630	to miss (INTR)	bud	He shot at the bird but missed it.
S20.640	the trap	sñi, rñi	The hunter lay a trap for the bear.
S20.650	to trap	dgar, bkar	The hunter trapped a fox.
S20.99902	the cutlass	-	–
S20.99903	the force	śed	–
S20.99904	the game animal	-	–
S20.99905	the letterwood bow	-	–
S20.99906	the warship	-	–
S20.99907	to attack	rub, rubs	–
S20.99908	to fish	gums, bkums	–
S20.99909	to win (INTR)	rgyal	–
S21.110	the law	khrims	There ought to be a law against cutting down trees.
S21.150	the court	khrims ra	–
S21.160	to adjudicate	-	–
S21.170	the judgment	gśags	–
S21.180	the judge	gśags bco mkhan	–
S21.210	the plaintiff	-	–
S21.220	the defendant	-	–
S21.230	the witness	skad rogs	–
S21.240	to swear	skyel, bskyal	I swear to tell the truth.
S21.250	the oath	dam bca'	–
S21.310	to accuse	gel, bkal	She accused him of stealing her purse.
S21.320	to condemn	-	The judge condemned the defendant and sentenced him to two years in prison.
S21.330	to convict	-	He was convicted and sentenced to life in prison.
S21.340	to acquit	-	The defendant was acquitted of all charges.
S21.350	guilty	-	The judge found the defendant guilty.
S21.360	innocent	-	He was punished even though he was innocent.
S21.370	the penalty or punishment	chad pa	–
S21.380	the fine	chad	I had to pay a fine of $100 for speeding.
S21.390	the prison	sgag khaṅ	–
S21.420	the murder	-	Murder is punished very severely.
S21.430	the adultery	-	–
S21.440	the rape	-	–
S21.460	the arson	-	–
S21.470	the perjury	-	–
S21.510	to steal	rku, brkus	–
S21.520	the thief	rku ma	–
S21.99901	the lawyer	-	–
S21.99902	the verdict	-	–
S22.110	the religion	chos	–
S22.120	the god	dkon mchog	–
S22.130	the temple	dgon pa	–
S22.1310	the church	-	–
S22.1320	the mosque	-	–
S22.140	the altar	cha' sgam	–
S22.150	the sacrifice	-	–
S22.160	to worship (TR)	mchod	–
S22.170	to pray	-	The farmers prayed for rain.
S22.180	the priest	-	–
S22.190	holy	dam pa	–
S22.220	to preach	śod, bśad	–
S22.230	to bless	rlob, brlabs	–
S22.240	to curse (TR)	dmod	–
S22.260	to fast	gcod, bcad	–
S22.310	the heaven	lhayul	–
S22.320	the hell	dmyalba	–
S22.350	the demon	gdon	–
S22.370	the idol	sku rten	–
S22.420	the magic	mthu	–
S22.430	the sorcerer or witch	*'bal po	–
S22.440	the fairy or elf	lha mo	–
S22.450	the ghost	gdoṅ 'dre	–
S22.470	the omen	ltas	–
S22.5000	the circumcision	-	–
S22.5100	the initiation ceremony	-	–
S22.99901	Christ	-	–
S22.99902	Christmas	-	–
S22.99903	Easter	-	–
S22.99904	the bishop	-	–
S22.99905	the funeral	-	–
S22.99906	the holiday	gyṅ saṅs	–
S22.99907	the hymn	-	–
S22.99908	the lent	-	–
S22.99909	the Muslim	phyi pa	–
S22.99910	the rosary	phreṅ ma, 'phreṅ ma	–
S22.99911	the shaman	sṅags pa	–
S22.99912	the shaman’s spirit	-	–
S22.99913	the shamanistic song	-	–
S22.99914	the woman’s rattle	-	–
S23.1000	the radio	rgyaṅ bsgrags	–
S23.1100	the television	glog brñan	–
S23.1200	the telephone	kha par	–
S23.1300	the bicycle	lcags rta	–
S23.1350	the motorcycle	sbag sbag	–
S23.1400	the car	snum 'khor	–
S23.1500	the bus	-	–
S23.1550	the train	me 'khor	–
S23.1600	the airplane	namḍu 	–
S23.1700	the electricity	glog	–
S23.1750	the battery	glog sman	–
S23.1800	to brake	-	–
S23.1850	the motor	-	–
S23.1900	the machine	phrul 'khor	–
S23.1950	the petroleum	-	–
S23.2000	the hospital	sman khaṅ 	–
S23.2100	the nurse	-	–
S23.2200	the pill or tablet	ril bu	–
S23.2300	the injection	khab	–
S23.2400	the spectacles/glasses	migshel	–
S23.3000	the government	gźuṅ	–
S23.3100	the president	gtso mtho	–
S23.3200	the minister	bka' blon	–
S23.3300	the police	-	–
S23.3400	the driver's license	-	–
S23.3500	the license plate	-	–
S23.3600	the birth certificate	-	–
S23.3700	the crime	ñes pa	–
S23.3800	the election	otshok	–
S23.3850	the address	kha yig	The address is written on the envelope.
S23.3900	the number	kha graṅs	number two
S23.3950	the street	rgya	–
S23.4000	the post/mail	-	–
S23.4100	the postage stamp	-	–
S23.4200	the letter	phyag yig	–
S23.4300	the postcard	-	–
S23.4400	the bank(financialinstitution)	dṅul khaṅ	–
S23.5000	the tap/faucet	chu rka	–
S23.5100	the sink	-	–
S23.5200	the toilet	chab gsaṅ	–
S23.5300	the mattress	ñal gdan	–
S23.5400	the tin/can	b śa	–
S23.5500	the screw	-	–
S23.5550	the screwdriver	-	–
S23.5600	the bottle	-	–
S23.5650	the candy/sweets	byi ril	–
S23.5700	the plastic	spyin	–
S23.5750	the bomb	khro rdo	–
S23.5800	the workshop	-	–
S23.5900	the cigarette	tha mag	–
S23.6000	the newspaper	tshags par	–
S23.6100	the calendar	-	–
S23.6200	the film/movie	glog brñan	–
S23.6300	the music	sgra dbyaṅs	–
S23.6400	the song	gźas	–
S23.9000	the tea	gsol ja	–
S23.9100	the coffee	-	–
S23.99901	the license	-	
S24.0100	to be	-	–
S24.0200	to become	-	The caterpillar became a butterfly.
S24.0300	without	-	–
S24.0400	with	nyam	–
S24.0500	through	thog	The car went through the tunnel.
S24.0600	not	-	–
S24.0700	this	di	this man
S24.0800	that	de	that woman
S24.0900	here	di kha	–
S24.1000	there	kho na	–
S24.1100	other	gzan	I don't want this one, give me the other one.
S24.1200	next	gñis pa	–
S24.1300	same	gcig pa	the same person
S24.1400	nothing	caṅ	I saw nothing.
S24.99901	and or but	yin nas	–
S24.99902	can	-	–
S24.99904	hey!	-	–
S24.99905	(interrogative)	-	–
S24.99906	let	-	–
S24.99907	(negative marker)	-	–
S24.99908	neither	yaṅ 	–
S24.99909	nor	yaṅ 	–
S24.99910	someone	gaṅ	–
S24.99911	(superlative marker)	-	–
S24.99912	then	de sgaṅ	–
S24.99913	they (dual)	khoṅ rnams	–
S24.99914	we (dual inclusive)	-	–
S24.99917	which	ga gi	–
S24.99919	you (dual)	khyed	–
