Name:	Bengali
SIL classification: 	Indo-European > Indo-Iranian > Indo-Aryan > Eastern zone > Bengali-Assamese > Bengali
ISO 639-3 code:	ben
WALS classification:	Family: Indo-European > Genus: Indic
WALS coordinates: 	24° N, 90° E
Compiler:	Anju Saxena
Data entry personnel:	Anju Saxena, Mohini Pimpalkhare
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License



S01.100	the world	বিশ্ব	biśba	The Amazon is the longest river in the world.		
S10.660	to ride	চড়া	car̖ā	She rides her horse to work every day.		
S10.670	to push	নাড়ানো	nār̖āno	Don't push me or I'll fall down.		
S10.710	the road	রাস্তা	rāstā	Many cars drove up and down the road.		
S10.720	the path	রাস্তা	rāstā	The path leads from the house to the field.		
S10.740	the bridge	সেতু	setu	A beautiful bridge stood over the river.		
S10.750	the cart or wagon	শকট	śakaṭa	The cart was pulled by a horse.		
S10.760	the wheel	চাকা	cākā	The car has four wheels.		
S10.770	the axle	অক্ষদন্ড	akṣadanḍa	–		
S10.780	the yoke	জোয়াল	joyāla	–		
S10.7900	the sledge/sled	স্লেজ গাড়ি	sleja gār̖i	–		
S10.810	the ship	জাহাজ	jāhāja	–		
S10.830	the boat	নৌকা	naukā	–		
S10.831	the canoe	ডিঙি	ḍiṅi	–		
S10.832	the outrigger	-	-	–		
S10.840	the raft	ভেলা	bhelā	–		
S10.850	the oar	দাঁড়	dān̄r̖a	–		
S10.851	the paddle	বৈঠা	baiṭhā	–		
S10.852	to row	বাওয়া	bāoyā	–		
S10.860	the rudder	হাল	hāla	–		
S10.870	the mast	মাস্তুল, মালুমকাঠ	māstula, mālumakāṭha	–		
S10.880	the sail	পাল	pāla	–		
S10.890	the anchor	নোঙর	noṅara	–		
S10.910	the port	বন্দর	bandara	–		
S10.920	to land	-	-	–		
S10.99901	to accompany	সঙ্গী	saṅgī			
S10.99903	to carry on the back	পিঠে বহন করা	piṭhe bahana karā			
S10.99904	to dip	চোবানো	cobāno			
S11.110	to have	থাকা	thākā	The boy has a flower in his hand.		
S11.120	to own	মালিকানা	mālikānā	The woman owns a car.		
S11.130	to take	ধরা	dharā	I took my bag and walked to the market square.		
S11.140	to grasp	জড়ানো	jar̖āno 	Make sure you grasp the rope with both hands.		
S11.150	to hold	ধরা	dharā	I held the baby in my arms.		
S11.160	to get	পাওয়া	pāoyā	–		
S11.170	to keep	রাখা	rākhā 	I like the hat you gave me and I'd like to keep it.		
S11.180	the thing	জিনিস	jinisa	My brother is rich, and many things in his house are never used.		
S11.210	to give	দেওয়া	deoyā 	The girl gave the boy a flower.		
S11.220	to give back	ফিরিয়ে দেওয়া	phiriye deoyā	I lent you my watch, and you haven't given it back yet.		
S11.240	to preserve	সংরক্ষণ করা	saṃrakṣaṇa kārā	I think these traditional customs should be preserved. / The wreck was preserved by the muddy sea bed.		
S11.250	to rescue	রক্ষা করা	rakṣā karā	He saved his friend from drowning.		
S11.270	to destroy	ধ্বংস করা	dhbaṁsa karā	The school was completely destroyed by fire.		
S11.280	to injure	অপকার	apakāra 	The falling tree injured two loggers.		
S11.2900	to damage	লোকসান করা 	lokasāna kārā	The fire damaged the house but it was quickly repaired.		
S11.310	to look for	খোঁজ  করা	khon̄ja kārā	I am looking for my purse; I must have lost it on my way.		
S11.320	to find	পাওয়া	pāoyā	I had lost my purse but I found it again.		
S11.330	to lose	হারানো	hārāno	I had lost my purse but I found it again.		
S11.340	to let go	যেতে দেওয়া	yete deoyā	She let go of the rope.		
S11.430	the money	টাকা	ṭākā	A thousand dollars is a lot of money.		
S11.440	the coin	মুদ্রা	mudrā	I don't have any coins left, only paper money.		
S11.510	rich	ধনী, সমৃদ্ধ	dhanī, samr̥d'dha	The beggar invested his money so well that he became rich.		
S11.520	poor	গরীব, দরিদ্র	garība, daridra	After he became rich, he donated a lot of money to poor people.		
S11.530	the beggar	ভিক্ষুক	bhikṣuka	The beggar collected money in a cup.		
S11.540	stingy	কঞ্জুস	kan͂jusa	He is so stingy he doesn't heat his house even in winter.		
S11.610	to lend	দেওয়ানো, দেওয়া	deoyāno	Can you lend me your ladder?		
S11.620	to borrow	ধার করা	dhāra karā	Can I borrow your ladder?		
S11.630	to owe	ধারা, ঋণ করা	dhārā, dhāna karā	My brother owes me 100 Euros.	 	
S11.640	the debt	ঋণ	r̥ṇa	He now had enough money to pay off his father's outstanding debts.		
S11.650	to pay	মজুরি দেয়া	majuri deyā	I paid 100 Euros for this book.		
S11.660	the bill	বিল	bila	–		
S11.690	the tax	কর	kara	If you don't pay your taxes, you go to jail.		
S11.770	to hire	ভারা, ভাড়া	bhārā, bhār̖ā	We need to hire/employ more workers if we want to finish the task in time.		
S11.780	the wages	পরিভৃতি, বেতন	paribhr̖ti, betana	The job's not very exciting, but he earns a good wage.		
S11.790	to earn	কামানো	kāmāno 	The job's not very exciting, but he earns a good wage.		
S11.810	to buy	কেনা	kenā 	I bought ten bananas for a dollar.		
S11.820	to sell	বেচা	becā	He sold his car for five thousand Euros.		
S11.830	to trade or barter	বেচাকেনা করা	becākenā karā	The farmer traded his cow for three goats.		
S11.840	the merchant	ব্যবসায়ী	byabasāyī	–		
S11.850	the market	বাজার	bājāra	He is going to the market to buy vegetables.		
S11.860	the shop/store	দোকান	dokāna	There are no shops in the market, only open stalls.		
S11.870	the price	দাম, মূল্য	dāma, mūlya	The price of these bananas is two dollars a bunch.		
S11.880	expensive	মূল্যবান	mūlyabāna	Mangos are more expensive than bananas.		
S11.890	cheap	সস্তা	sastā	Bananas are so cheap even poor people can afford them.		
S11.910	to share	বখরা করা 	bakharā kārā	The girl shared the cookies with her brother.		
S11.920	to weigh	পরিমাণ করা	parimāṇa kārā 	The bag weighs 10 kilograms.		
S11.99904	the property	বৈশিষ্ট্য	baiśiṣṭya			
S11.99907	to receive	পাওয়া	pāoyā			
S12.0100	after	পরে	pare	After the storm we went outside again.		
S12.0110	behind	পেছন	pechana	I can't see the tree, it's behind the house.		
S12.0120	in	সংশ্লিষ্ট	saṁśliṣṭa	–		
S12.0130	at	দিকে	dike	–		
S12.0200	beside	পাশে	pāśe	Beside the house there are some trees.		
S12.0300	down	নিচ	nica	She looked down into the well.		
S12.0400	before	পূর্বে	pūrbe	Before the war people freely crossed the border.		
S12.0410	in front of	সামনে	sāmane 	In front of the house is a white gate.		
S12.0500	inside	অভ্যন্তরে	abhyantare	What's inside the box?		
S12.0600	outside	বাইরে	bāire	It's cold outside.		
S12.0700	under	অধীনে	adhīne	He hid under the table.		
S12.0800	up	উপর	upara	She looked up into the sky.		
S12.0810	above	উপরে	upare	Above the house flew a dove.		
S12.110	the place	জায়গা	jāyagā 	This place is too hot, let's look for a cooler place.		
S12.120	to put	রাখা	rākhā	He put the book on the table.		
S12.130	to sit	জেঁকে বসা	jān̄ke basā	Let's sit under the tree.		
S12.140	to lie down	শয়ন	śayana 	She lay down in her bed but could not fall asleep.		
S12.150	to stand	দাঁড়ান	dān̄r̖āno	He got tired of standing and sat down.		
S12.160	to remain	থাকা	thākā	I plan to remain here for a week.		
S12.170	the remains	ধ্বংসাবশেষ	dhbaṃsābaśeṣa	After the earthquake, some people continued to live in the remains of their homes.		
S12.210	to gather	জড়ো করা	jar̖o karā	He gathered wild mushrooms for dinner.		
S12.212	to pick up	কুড়ানো	kur̖āno 	She picked up the stone and then threw it down again.		
S12.213	to pile up	স্তুপ করা	stupa kārā	He piled up the mushrooms he had collected.		
S12.220	to join	জোড়ানো	jor̖āno 	He joined the two boards with nails.		
S12.230	to separate	পৃথক  করা	pr̥thaka  kārā	He separated the two boards by pulling out the nails.		
S12.232	to divide	বিভাজন	bibhājana	She divided the bananas equally among the children.		
S12.240	to open	খোলা	kholā	He opened the door and went out.		
S12.250	to shut	বন্ধ করা	bandha karā	After coming in, he shut the door.		
S12.260	to cover	ঢাকা	ḍhākā	He covered the child with a blanket.		
S12.270	to hide	গোপন করা	gopana kārā	Hide your money here, so no one can find it.		
S12.310	high	উচ্চ	ucca	The eagle flew so high it was hardly visible.		
S12.320	low	অল্প	alpa	The bat flew so low its wings brushed against the bush.		
S12.330	the top	সর্বোচ্চ, শীর্ষ	sarbocca, śīrṣa	The top of the tree caught fire.		
S12.340	the bottom	তলা	talā	The coin was lying on the bottom of the pond.		
S12.350	the end(1)	শেষ	śeṣa	At the end of the village stood a small house.		
S12.352	pointed	তীক্ষ্ণ	tīkṣṇa	He pierced the leather with a pointed knife.		
S12.353	the edge	কিনারা	kinārā	–		
S12.360	the side	পাশ	pāśa	There were trees on both sides of the house.		
S12.370	the middle	মধ্য	madhya	–		
S12.410	right(1)	ডান	ḍāna	on the right side		
S12.420	left	বাম	bāma	on the left side		
S12.430	near	নিকট	nikaṭa	She was standing near enough to hear what they said.		
S12.440	far	দূর	dūra	–		
S12.450	the east	পূর্ব	pūrba	–		
S12.460	the west	পশ্চিম	paścima	–		
S12.470	the north	উত্তর	uttara	–		
S12.480	the south	দক্ষিণ	dakṣiṇa	–		
S12.530	to grow	গজানো	gajāno	–		
S12.540	to measure	মাপা	māpā	–		
S12.541	the fathom	গভীরতা মাপা	gabhīratā māpā	–		
S12.550	big	বড়	bar̖a	–		
S12.560	small	ছোট	choṭa	–		
S12.570	long	লম্বা, দীর্ঘ	lambā, dīrgha	–		
S12.580	tall	লম্বা	lambā	–		
S12.590	short	ছোট	choṭa	–		
S12.610	wide	প্রশস্ত	praśasta	–		
S12.620	narrow	সরু	saru	–		
S12.630	thick	পুরু	puru	a thick board		
S12.650	thin	পাতলা	pātalā	a thin board		
S12.670	deep	গভীর	gabhīra	–		
S12.680	shallow	অগভীর	agabhīra	–		
S12.710	flat	চ্যাপ্টা	cyāpṭā	–		
S12.730	straight	সটান	saṭāna 	–		
S12.740	crooked	কুটিল	kuṭila 	–		
S12.750	the hook	হুক	huka	–		
S12.760	the corner	কোণ	koṇa	–		
S12.770	the cross	অতিক্রম	atikrama	–		
S12.780	the square	চৌকো	cauko	–		
S12.810	round	গোল	gola	–		
S12.820	the circle	বৃত্ত	br̥itta	–		
S12.830	the ball	বল	bala	–		
S12.840	the line	লাইন, সারি	lāina, sāri	–		
S12.850	the hole	গর্ত	garta	–		
S12.920	similar	অনুরূপ	anurūpa	–		
S12.930	to change	পরিবর্তন	paribartana	The baby changed her life.		
S12.99901	apart	পৃথকভাবে	pr̥thakabhābe			
S12.99902	back	পিছনে	pichane			
S13.0100	one	এক	eka	one tree		
S13.0200	two	দুই	dui	two trees		
S13.0300	three	তিন	tina	three trees		
S13.0400	four	চার	cāra	four trees		
S13.0500	five	পাঁচ	pāmca	five trees		
S13.0600	six	ছয়	chaya	six trees		
S13.0700	seven	সাত	sāta	seven trees		
S13.0800	eight	আট	āṭa	eight trees		
S13.0900	nine	নয়	naya	nine trees		
S13.100	ten	দশ	daśa	ten trees		
S13.101	eleven	এগারো	egāro	eleven trees		
S13.102	twelve	বারো	bāro	twelve trees		
S13.103	fifteen	পনের	panera	fifteen trees		
S13.104	twenty	কুড়ি	kur̖i	twenty trees		
S13.105	a hundred	শত	śata	a hundred trees		
S13.106	a thousand	হাজার	hājāra	a thousand trees		
S13.107	to count	গুনতি করা, গোনা	gunati kārā, gonā	The teacher was counting the children as they got on the bus.		
S13.140	all	সব	saba	All the children got on the bus.		
S13.150	many	অনেক	aneka	There are many children on the bus.		
S13.160	more	বেশি	beśi	Today I found more mushrooms than yesterday.		
S13.170	few	অল্প	alpa	There are few mushrooms in this forest.		
S13.180	enough	যথেষ্ট	yatheṣṭa	Today I found enough mushrooms for our supper.		
S13.181	some	কিছু	kichu	Today we found some mushrooms.		
S13.190	the crowd	ভীড়	bhīr̖a	There was a large crowd of people waiting outside the theatre.		
S13.210	full	পূর্ণ	pūrṇa	An empty pot is easier to carry than a full pot.		
S13.220	empty	ফাঁকা	phān̄kā	An empty pot is easier to carry than a full pot.		
S13.230	the part	খন্ড	khanḍa	The front part of the car was badly damaged.		
S13.2310	the piece	টুকরা	ṭukarā	a piece of cheese		
S13.240	the half	অর্ধেক	ardheka	She cut the banana in two halves and gave one half to her husband.		
S13.330	only	একমাত্র	ekamātra	Saturn is the only planet with rings.		
S13.3310	alone	একা	ekā	Don't leave me alone.		
S13.340	first	প্রথম	prathama	You are the first person I see today.		
S13.350	last	শেষ	śeṣa	You were last person I saw before going to bed.		
S13.360	second	দ্বিতীয়	dbitīya	You are the second person I see today.		
S13.370	the pair	জোড়া	jor̖ā	a pair of shoes		
S13.380	twice/two times	দুইবার	duibāra	He came over twice today.		
S13.420	third	তৃতীয়	tr̥tīya	You are the third person I see today.		
S13.440	three times	তিন বার	ṭina bāra	He came over three times today.		
S13.99901	a little	অল্প	ālpa			
S13.99902	by	দ্বারা	dbārā 			
S13.99903	each or every	প্রতি	prati			
S13.99904	the centigram	-	senṭigrāma			
S13.99905	the yard	গজ	gaja			
S13.99906	thirty	ত্রিশ	triśa			
S13.99907	to fill	ভরা	bharā			
S13.99908	to substitute	বদল করা	badala kārā			
S13.00000	zero	শূন্য	śūnya	The number ten is written as a one and a zero.		
S14.110	the time	সময়	samaya	Only time can heal her pain.		
S14.120	the age	বয়স	bayasa	At this age the baby can only drink milk.		
S14.130	new	নতুন	natuna	I bought a new car.		
S14.140	young	যুবক	yubaka	He is too young to eat solid foods.		
S14.150	old	পুরনো, বৃদ্ধ	purano, briddha	She is so old that all her teeth are gone.		
S14.160	early	আগে	āge	Come early, otherwise you won't get any cake.		
S14.170	late	দেরি	deri	Don't come late, otherwise you won't get any cake.		
S14.180	now	এখন	ekhana	I was sick last week, but I'm fine now.		
S14.190	immediately	এখুনি	ekhuni	Come here immediately!		
S14.210	fast	দ্রুত	druta	That man runs as fast as a horse.		
S14.220	slow	ধীর	dhīra	That horse runs as slow as a human.		
S14.230	to hurry	তাড়াহুড়ো করা	tār̖āhur̖o karā	Please hurry, or we'll be late.		
S14.240	to be late	দেরী হওয়া	derī haoyā	We expected her by 10 o'clock, but she was late.		
S14.250	to begin	আরম্ভ করা	ārambha kārā	I began the work yesterday.		
S14.2510	the beginning	প্রারম্ভ	prārambha	At the beginning it was difficult, but now it's easier.		
S14.252	to last	টিকানো	ṭikāno	The dry season lasts three months.		
S14.260	the end(2)	প্রান্ত	prānta	At the end of the harvest there is a celebration.		
S14.270	to finish	সমাপন করা	samāpana  kārā	I began building my house five years ago, but only finished it this year.		
S14.280	to cease	নিবৃত্ত করা	nibr̖tta kārā	The two sides promised to cease all hostile acts against each other.		
S14.290	ready	তৈরি	tairi	I'm ready to go, but my husband is still in the shower.		
S14.310	always	সর্বদা	sarbadā	He always comes late.		
S14.320	often	প্রায়শই	prāyaśai	He often comes late, but today he's on time.		
S14.330	sometimes	ক্কচিত্, কখনো	kkacit, kakhano	Sometimes he comes late, but more often he's on time.		
S14.331	soon	তাড়াতাড়ি	tār̖ātār̖i	Don't go yet, he'll be here soon.		
S14.332	for a long time	দীর্ঘ সময়	dīrgha samaya	He waited for a long time, but she never came.		
S14.340	never	কখনো না	kakhano nā	I never eat pork.		
S14.350	again	আবার	ābāra	I was there yesterday, but today I'm going again.		
S14.410	the day(1)	দিনের	dinera	The days are very hot here, but the nights are cool.		
S14.4110	the day(2)	দিন	dina	I am staying here for two days.		
S14.420	the night	রাত্রি	rātri	The days very hot here, but the nights are cool.		
S14.430	the dawn	ভোর	bhora	The sun comes up at dawn.		
S14.440	the morning	সকাল	sakāla	The children go to school in the morning.		
S14.450	the midday	মধ্যাহ্ন	madhyāhna 	We prefer having dinner at midday rather than in the evening.		
S14.451	the afternoon	অপরাহ্ন	aparāhna 	In the aftertoon I like to take a nap.		
S14.460	the evening	সন্ধ্যা	sandhyā	We prefer having dinner at midday rather than in the evening.		
S14.470	today	আজ	āja	He's not in today, please call again tomorrow morning.		
S14.480	tomorrow	আগামীকাল	āgāmīkāla	He's not in today, please call again tomorrow morning.		
S14.481	the day after tomorrow	পরশু	paraśu	She's leaving tomorrow and coming back the day after tomorrow.		
S14.490	yesterday	গতকাল	gatakāla	She left the day before yesterday and arrived yesterday.		
S14.491	the day before yesterday	গত পরশু	gata paraśu	She left the day before yesterday and arrived yesterday.		
S14.510	the hour	ঘন্টা	ghanṭā	The day here lasts 15 hours in midsummer.		
S14.530	the clock	ঘড়ি	ghar̖i	That clock on the wall was bought by my grandfather.		
S14.610	the week	সপ্তাহ	saptāha	I'm planning to stay for a week or two.		
S14.620	Sunday	রবিবার	rabibāra	On Sunday we go to church.		
S14.630	Monday	সোমবার	somabāra	On Monday we go to work.		
S14.640	Tuesday	মঙ্গলবার	maṅgalabāra	On Tuesday we're having a party.		
S14.650	Wednesday	বুধবার	budhabāra	On Wednesday there is a holiday.		
S14.660	Thursday	বৃহস্পতিবার	br̥haspatibāra	On Thursday my mother is arriving.		
S14.670	Friday	শুক্রবার	śukrabāra	On Friday we go to the mosque.		
S14.680	Saturday	শনিবার	śanibāra	On Saturday we go to the synagogue.		
S14.710	the month	মাস	māsa	There are twelve months in a year.		
S14.730	the year	সাল, বছর	sāla, bachara	A year normally lasts 365 days.		
S14.740	the winter	শীতকাল	śītakāla	The winters are very cold here.		
S14.750	the spring(2)	বসন্তকাল	basantakāla	The tree blooms in the spring.		
S14.760	the summer	গ্রীষ্ম	grīṣma	The summers are very hot here.		
S14.770	the autumn/fall	হেমন্ত	hemanta	In the autumn it gets cooler.		
S14.780	the season	ঋতু	r̥itu	There are only two seasons here, the dry season and the wet season.		
S14.99902	long ago	কবে	kabe 			
S14.99903	New Year	নববর্ষ	nababarṣa			
S14.99905	the period	বার্ষিক	bārṣika 			
S15.210	to smell(1)	শুঁকা	śun̄kā 	The flower smells pleasant.		
S15.212	to sniff	শুঁকা	śunkā	He opened the milk and sniffed it.		
S15.220	to smell(2)	-	ghrāṇa (neoyā)	I think I smell gas!		
S15.250	fragrant	সুগ'ন্ধ	sugandha	–		
S15.260	stinking 	দুর্গন্ধ ছড়ানো	dūrgandha char̖āno	–		
S15.310	to taste	চাখা	cākhā	This soup tastes very good.		
S15.350	sweet	মিষ্টি	miṣṭi	The ripe fruit is sweet.		
S15.360	salty	লবণাক্ত, নোনতা	labaṇākta , nonatā	The soup is too salty, add some water.		
S15.370	bitter	তিক্ত	tikta 	The medicine is bitter, take it with honey.		
S15.380	sour	টক	ṭaka	Sprinkle a little sugar over the strawberries if they are sour.		
S15.390	brackish	ঈষৎ লোনা	īṣatta lonā	brackish water		
S15.410	to hear	শোনা	śonā 	I heard the sound of rain splashing on the window.		
S15.420	to listen	শোনা	śonā 	Listen to the strange noise in the engine.		
S15.440	the sound or noise	কোলাহল	kolāhala	There were strange sounds coming from the next room.		
S15.450	loud	প্রবল	prabala	The music is very loud.		
S15.460	quiet	ভব্য, শান্ত	bhabya, śānta	We have to be quiet so as not to wake the baby.		
S15.510	to see	দেখা	dekhā	I see a house in the distance.		
S15.520	to look	দেখা	dekhā	I'm looking but I can't see the house.		
S15.550	to show	দেখানো	dekhāno	She showed me her house.		
S15.560	to shine	ঝিলিক দেওয়া	jhilika deoyā	That lamp is shining in my eyes.		
S15.570	bright	উজ্জ্বল	ujjbala	I awoke from the bright sunlight.		
S15.610	the colour/color	রং	raṁ	My shirt is red, but I'd prefer a different colour.		
S15.620	light(2)	লঘু	laghu 	–		
S15.630	dark	আঁধার	āmdhāra	It is dark in the room because the lamp is broken.		
S15.640	white	সাদা	sādā	(snow)		
S15.650	black	কাল	kāla	(charcoal)		
S15.660	red	লাল	lāla	(blood)		
S15.670	blue	নীল	nīla	(sky)		
S15.680	green	সবুজ	sabuja	(leaves)		
S15.690	yellow	হলুদ	haluda	(yolk of chicken egg)		
S15.710	to touch	ছোঁয়া	chomyā	The child wanted to touch everything.		
S15.712	to pinch	টিপা, টেপা	ṭipā, ṭepā	Mum, the boy pinched me!		
S15.720	to feel	পরশ	paraśa	Feel (the quality of) this cloth!		
S15.740	hard	শক্ত	śakta	Diamond is the hardest substance known to man.		
S15.750	soft	নরম	narama	a soft pillow		
S15.760	rough(1)	অসমতল	asamatala	Her hands were rough from hard work.		
S15.770	smooth	মোলায়েম	molāyema	smooth skin		
S15.780	sharp	ধারাল	dhārāla	The knife is very sharp.		
S15.790	blunt	ভোঁতা	bhontā 	This knife is blunt and does not cut well.		
S15.810	heavy	ভারী	bhārī	The suitcase is too heavy for me to carry.		
S15.820	light(1)	হালকা	hālakā 	You can carry this bag, it's fairly light.		
S15.830	wet	আর্দ্র	ārdra	He fell into the water, so his clothes are now wet.		
S15.840	dry	শুষ্ক	śuṣka	The clothes were in the sun for a long time and are now dry.		
S15.850	hot	গরম	garama	It's better to do the work now because later it'll be too hot.		
S15.851	warm	উষ্ণ	uṣṇa	The sun is shining and there's no wind, so it's warm and you can go out without a coat.		
S15.860	cold	শীতল	śītala	It's cold outside, so you need warm clothes.		
S15.870	clean	পরিষ্কার	pariṣkāra	I washed my hands, so now they are clean.		
S15.880	dirty	নোংরা	nonrā	My hands are dirty from the work, so I need to wash them before the meal.		
S15.890	wrinkled	-	bali, kockāno	the wrinkled face of a 90-year old man	bali 'wrinkled (skin)', kockāno 'wrinkled (clothes)'	
S15.99901	brown	বাদামী	bādāmī			
S15.99902	grey	ধূসর	dhūsara			
S15.99903	orange	কমলা	kamalā			
S15.99904	pink	গোলাপী	golāpī			
S15.99906	violet	বেগুনী	begunī			
S16.110	the soul or spirit	আত্মা	ātmā	–		
S16.150	surprised or astonished	বিস্মিত	bismita	–		
S16.180	the good luck	ভাল ভাগ্য, সৌভাগ‍্য	bhāla bhāgya, saubhāgya	–		
S16.190	the bad luck	খারাপ ভাগ্য, দূর্ভাগ্য	khārāpa bhāgya, dūrbhāgya	–		
S16.230	happy	সুখী	sukhī	–		
S16.250	to laugh	হাসা	hāsā	–		
S16.251	to smile	হাসা	hāsā 	–		
S16.260	to play	ক্রীড়া করা, খেলা করা	krīr̖ā karā, khelā karā	–		
S16.270	to love	ভালোবাসা	bhālobāsā	I love you.		
S16.290	to kiss	চুম্বন করা	cumbana karā	–		
S16.300	to embrace	জাপটানো	jāpaṭāno 	–		
S16.310	the pain	বেদনা	bedanā 	–		
S16.320	the grief	শোক	śoka 	–		
S16.330	the anxiety	উদ্বেগ	udbēga	–		
S16.340	to regret or be sorry	হা-হুতাশ করা	hā-hutāśa kārā	I regret my mistake./I am sorrry about my mistake.		
S16.350	the pity	দরদ	darada	–		
S16.370	to cry	আর্তনাদ করা	ārtanāda karā	–		
S16.380	the tear	ছেঁড়া	chen̄r̖ā 	–		
S16.390	to groan	গোঙানো	goṅāno	–		
S16.410	to hate	ঘৃণা করা	ghr̖iṇā kārā	–		
S16.420	the anger	রাগ	rāga	–		
S16.440	the envy or jealousy	ঈর্ষা	īrṣā	–		
S16.450	the shame	লজ্জা	lajjā	–		
S16.480	proud	গর্ব	garba	–		
S16.510	to dare	সাহস করা	sāhasa kārā	–		
S16.520	brave	সাহসী	sāhasī	–		
S16.530	the fear	ভয়	bhaya	–		
S16.540	the danger	বিপদ	bipada	–		
S16.620	to want	চাওয়া	cāoyā	–		
S16.622	to choose	বাছা	bāchā	–		
S16.630	to hope	আশা করা	āśā kārā	–		
S16.650	faithful	বিশ্বাসী	biśbāsī	–		
S16.660	true	সত্য	satya	–		
S16.670	to lie(2)	মিথ্যা বলা	mitthā balā	–		
S16.680	the deceit	ভন্ড	bhanḍa 	–		
S16.690	to forgive	ক্ষমা করা	kṣamā kārā	–		
S16.710	good	ভাল	bhāla	–		
S16.720	bad	খারাপ	khārāpa	–		
S16.730	right(2)	ঠিক	ṭhika	–		
S16.740	wrong	ভুল	bhula	–		
S16.760	the fault	দোষ	doṣa	It's your fault we missed the bus!		
S16.770	the mistake	ভুল	bhula	–		
S16.780	the blame	দোষারোপ	doṣāropa	–		
S16.790	the praise	প্রশংসা	praśansā	–		
S16.810	beautiful	সুন্দর	sundara	–		
S16.820	ugly	কুরূপ	kurūpa	–		
S16.830	greedy	লোভী	lobhī	–		
S16.840	clever	চতুর	catura	–		
S16.99903	thank you!	ধন্যবাদ	dhanyabāda			
S16.99914	wild	বন্য	banya			
S17.110	the mind	মন	mana	I don't know what's going on in her mind.		
S17.130	to think(1)	ভাবা	bhābā	You should think first before speaking.		
S17.140	to think(2)	ভাবা	bhābā 	I think that this is not right.		
S17.150	to believe	বিশ্বাস করা	biśbāsa karā	You shouldn't believe everything you read.		
S17.160	to understand	বোঝা, সমঝানো	bojhā, samajhāno 	I do not understand why they left us so early.		
S17.170	to know	জানা	jānā	They know that we are coming today.		
S17.171	to guess	অনুমান করা	ānomāna karā	Guess how much money I have.		
S17.172	to imitate	অনুকরণ করা	anukaraṇa kārā	–		
S17.180	to seem	মনে হওয়া	mane haoyā	The house seems to be empty.		
S17.190	the idea	ধারনা	dhāranā	–		
S17.210	wise	জ্ঞানী	jñānī	–		
S17.220	stupid	মূর্খ	mūrkha	–		
S17.230	mad	পাগল	pāgala	–		
S17.240	to learn	শেখা	śekhā	Where did you learn to cook so well?		
S17.242	to study	পড়া	par̖ā	I have to study for my test.		
S17.250	to teach	শিক্ষা দেওয়া	śikṣā deoyā	–		
S17.260	the pupil	শিষ্য, ছাত্র	śiṣya, chātra	There are 10 pupils in the class, aged 6-7.		
S17.270	the teacher	শিক্ষক	śikṣaka	–		
S17.280	the school	বিদ্যালয়	bidyālaya	The children go to school every morning.		
S17.310	to remember	মনে রাখা	mane rākhā	Do you remember the name of your first teacher?		
S17.320	to forget	ভুলে যাওয়া	bhule yāoyā	–		
S17.340	clear	পরিষ্কার	pariṣkāra	a clear explanation		
S17.350	obscure	অজ্ঞাত	ajñāta 	an obscure reason		
S17.360	secret	গোপন	gopana	–		
S17.370	certain	নিশ্চিত	niścita	It is certain that the theft occurred during the night.		
S17.380	to explain	ব্যাখ্যা করা	byākhyā karā	–		
S17.410	the intention	অভিপ্রায়	ābhiprāya	It was not his intention to wake the baby up.		
S17.420	the cause	কারণ	kāraṇa	What was the cause of the accident?		
S17.430	the doubt	দ্বন্দ্ব	dbandba	–		
S17.440	to suspect	সন্দেহ করা	sandeha kārā	The police suspected that he was a drug dealer.		
S17.441	to betray	বিশ্বাসঘাতকতা করা	biśbāsaghātakatā	–		
S17.450	the need or necessity	প্রয়োজন	prayojana	–		
S17.460	easy	সহজ	sahaja	–		
S17.470	difficult	কঠিন	kaṭhina	–		
S17.480	to try	চেষ্টা করা	ceṣṭā kārā	–		
S17.490	the manner	পদ্ধতি	paddhati	–		
S17.510	and	এবং	ebaṁ	–		
S17.520	because	কারণ	kāraṇa	–		
S17.530	if	যদি	yadi	–		
S17.540	or	অথবা	athabā	–		
S17.550	yes	হাঁ	hān̄	–		
S17.560	no	না	nā	–		
S17.610	how?	কেমন	kemana	–		
S17.620	how many?	কত	kata	–		
S17.630	how much?	কত	kata	–		
S17.640	what?	কি	ki	What is that thing on the table?		
S17.650	when?	কখন	kakhana	–		
S17.660	where?	কোথায়	kothāya	–		
S17.670	which?	কোন	kona	–		
S17.680	who?	কে	ke	–		
S17.690	why?	কেন	kena	–		
S17.99903	the same	একই	ekai			
S18.110	the voice	স্বর	sbara	–		
S18.120	to sing	গাওয়া	gāoyā	–		
S18.130	to shout	চিল্লানো	cillāno	Be careful, he shouted, "a lion!"		
S18.150	to whisper	গুঞ্জরন করা, ফিসফিস করা	guñjarana kārā, phisphis kārā 	–		
S18.160	to mumble	বিড়বিড় করা 	bir̖bir̖ kārā	The little boy mumbled something about wanting to go to the toilet.		
S18.170	to whistle	সিটি দেওয়া	siṭi deoyā	–		
S18.180	to shriek	চিক্কুর মারা 	cikkura kārā	–		
S18.190	to howl	গর্জন করা 	garjāno kārā	–		
S18.210	to speak or talk	বলা	balā 			
S18.211	to stutter or stammer	তোতলামি করা	totalāmi kārā	–		
S18.220	to say	বলা	balā	She said she'd be late.		
