 Name:   Telugu
 SIL classification:     Dravidian > South-Central > Telugu
 ISO 639-3 code: tel
 WALS classification:    Family: Dravidian > Genus: South-Central Dravidian
 WALS coordinates:       16° N, 79° E
 Compiler        Anju Saxena
 Data entry personnel    David Karlander, Anju Saxena, K. Taraka Rama
 License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License


S01.100	the world	ila; kuwalayam; jagam, jagattu, jagati 	--	The Amazon is the longest river in the world.
S09.343	to squeeze	adumu; cidumu; nulucu, nulupu; piDucu; pisuku 	--	She squeezed some oranges and drank the juice.
S09.350	to pour	dimmarincu; pooyu	--	He poured the wine into the glass.
S09.360	to wash	kaDigeeyu, kaDugu; prakSaaLana ceeyu 	--	She washed her son's feet.
S09.370	to sweep	cimmu, jimmu; tuDucu 	--	He swept the path in front of the house.
S09.380	the broom	ciipuru, ciipurukaTTa; puucika[la]kaTTa; poraka, paraka 	--	–
S09.422	the tool	aayudham; upakaraNam; parikaram; saadhanam 	--	–
S09.430	the carpenter	waDrangi	--	–
S09.440	to build	ettincu; kaTTu, kaTTukonu 	--	build a house
S09.460	to bore	tolucu, tolacu, t[r]awwu	to bore a hole etc.	–
S09.461	to hollow out	tolipincu; tolucu, tolacu 	--	–
S09.480	the saw	rampam	--	One needs a saw to cut down a tree.
S09.490	the hammer	mudgaram; sutti, sutte	mudgaram n. class. 1 hammer.	–
S09.500	the nail	aaNi; ciila; nemmu; meeku; mola 	nemmu n. 1 iron nail.	–
S09.560	the glue	banka; jiguru	--	–
S09.600	the blacksmith	kammara, kammari	--	–
S09.610	to forge	--	--	From a piece of scrap iron, the blacksmith forged a sword blade.
S09.620	the anvil	daagali, daakali; paTTiDi 	--	–
S09.630	to cast	accupooyu; pootapooyu 	--	The goldsmith melted the coins and cast them into a goblet.
S09.640	the gold	kanakam, kaancanam; kaancanam; kundanam; pasiDi; puttaDi, puttaLi; payDi; ponnu; bangaaru, bangaaram; suwarNam; swarNam   	--	The bracelet is made of gold.
S09.650	the silver	rajatam ; weNDi	rajatam n. class. silver.	The necklace is made of silver.
S09.660	the copper	taamram; raagi 	--	The coin is made of copper.
S09.670	the iron	inumu	--	–
S09.680	the lead	siisam	--	–
S09.690	the tin or tinplate	naagam; wangam	wangam n. class. tin.	The cup was made of tin.
S09.710	the potter	kumbhakaaruDu; kummarawaaDu, kummari 	--	The potter made jars.
S09.720	to mould/mold	diddi tiircu; buuju; malacu; muusapooyu	--	She molded the clay into a dish before firing it.
S09.730	the clay	aDusu; mṛttika; regaDa, reegaDi, reewaDi 	--	–
S09.740	the glass	kaacam; gaaju; addam	kaacam n. class. glass.	The window is made of glass.
S09.750	to weave or plait/braid	neeyu	--	–
S09.760	the basket	gampa; sajja 	--	She carried the fruit home in a basket.
S09.770	the mat	caapa	--	–
S09.771	the rug	kambaLi	--	–
S09.780	the netbag	-	--	–
S09.790	the fan	pankaa, pankhaa; wiiwana 	--	The lady had a delicate fan made of sandalwood.
S09.791	to fan	cerugu; wiicu 	--	People in the audience were fanning themselves with their programmes.
S09.810	to carve	cekku; tolucu, tolacu; malacu	--	Michaelangelo carved this figure from a single block of marble.
S09.820	the sculptor	śilpi	--	Rodin was a French sculptor.
S09.830	the statue	wigraham	--	The sculptor made a statue of a woman.
S09.840	the chisel	uli; Tankam; nakku; seeNam, śaaNam, seenam 	--	–
S09.8700	the boomerang	-	--	The boomerang hit the wallaby and then came back to the hunter.
S09.880	the paint	rangu; warNam 	--	–
S09.890	to paint	citrincu	--	We need to paint our house.
S09.9000	to draw water	ceedu; muncu  	--	She lowered the bucket into the well and drew water.
S09.9100	the peg	onke; kiilam, kiilakam; gunja; guuTam; meeku 	--	The scouts fastened the tent to the ground with wooden pegs.
S09.9200	the tumpline	-	--	–
S09.9300	the whetstone	saana; aakuraayi	--	Before cutting the meat, he sharpened his knife with a whetstone.
S09.99915	the pencil	tuulika 	tuulika n. 1 artist's pen. pencil or brush	--
S09.99916	the rust	tuppu; simhaaNam 	--	--
S09.99917	the sack	ankem; gootam, gootaam, goonesancii, goonisancii; bastaa; waLaasam; sanci 	--	--
S09.99925	the well	uurabaawi; kuupam; nuyyi, nuuyi; baawi 	uurabaawi n. 1 well used by villagers in common	--
S09.99928	to barbecue	-	--	--
S09.99929	to close	muuyu	--	--
S09.99930	to draw	citrincu; giiyu	--	--
S09.99931	to dwell	uNDu; niwasincu 	--	--
S09.99934	to prepare	aayattaparacu; tayaaru ceeyu; samakaTTu;siddhaparacu  	--	--
S09.99936	to smear	paamu; pulumu, pulumukonu; puuyu; peemu; raayu 	--	--
S09.99938	to support	uttambhincu; samrakSincu; saayam cheeyu	--	--
S10.110	to move	oosarincu, oosarillu; kadalcu, kadilincu; jarugu; taralincu, tarlincu 	--	This rock is so heavy that it cannot be moved.
S10.120	to turn	tippukonu; meli[kalu]tippu 	--	to turn one's head
S10.130	to turn around	ghuurNillu	--	He heard someone call out his name and turned around.
S10.140	to wrap	cuTTukonu	--	He wrapped the fish in leaves and steamed it.
S10.150	to roll	ghuurNillu; Dollu; dorlu; por[a]lu 	--	He rolled the log down the hill.
S10.160	to drop	paDa veeyu	--	We dropped the stone into the water.
S10.170	to twist	nulucu, nulupu, nulupukonu; penawweeyu; peenu; meli[kalu]tippu; wampulu tirugu 	peenu2 v.i. and t. to twist, entwine.	She twisted the wire around the branch.
S10.210	to rise	udayincu; udgamincu; upacayam; tuuru 	udayincu v.i. 1 (of the sun) to rise	The sun rises in the east.
S10.220	to raise or lift	ankincu; ettincu ; leewadiiyu 	--	–
S10.230	to fall	tiragabaDu; treLLu; patanam awu; raalipaDipoowu, raalu 	--	The ripe coconut fell on the ground.
S10.240	to drip	ooDu	--	The tap is dripping, shut it tightly!
S10.250	to throw	ruuwwu; wikSeepincu; weeyu; wisuru	--	Don't throw stones, it's dangerous!
S10.252	to catch	cikkincukonu; paTTukonu	--	She caught the ball and passed it to her team mate.
S10.260	to shake	adirincu; allaarcu; aarpu; ulucu; kudilincu, kudulcu, kadupu	--	Shake the bottle before pouring out the sauce.
S10.320	to flow	ooDu; kaaru; jaaluwaaru; paaru; prawahincu; baTTe kaTTu; srawincu 	--	The river flows to the sea.
S10.330	to sink	aDugaNTu; iiDigilu, iiDigilapaDu 	--	The coconut fell into the water and sank.
S10.340	to float	teelaaDu, teeliyaaDu; teelu 	, teelaaDu, teeliyaaDu v.i. class. to float.	The raft floated on the river.
S10.350	to swim	iidu	--	He drowned because he could not swim.
S10.351	to dive	munugu, mulugu	--	Diving too deeply is dangerous.
S10.352	to splash	pulumu; ceduru	--	The girl splashed water in the boy's face.
S10.360	to sail	-	--	The ship sailed from America to Australia.
S10.370	to fly	udgamincu; eguru 	--	Look at that bird flying up in the sky!
S10.380	to blow	uudu; wisaru; wiicu 	wisaru; wiicu = only of wind	The wind is blowing hard.
S10.410	to crawl	doogaaDu; paaku, praaku	doogaaDu v.i. to crawl (like a baby), paaku, praaku v.i. 1 to creep, crawl. 	The baby is still crawling, it can't walk yet.
S10.412	to kneel	muTTikaaLLu weesukonu; mookarincu, mookarillu 	--	The messenger kneeled before the king.
S10.413	to crouch	poncu, ponci uNDu	--	She crouched under the sink to fix the pipes.
S10.420	to slide or slip	jarugu; jaaru, jaaripoowu 	--	–
S10.430	to jump	unku; uruku; egasipaDu; gantu, gentu; cindulaaDu; tuLLu; daaTukonu, daaTLuweeyu; dumuku; duuku; langhanam 	cindulaaDu v.i. 1 to dance about, jump about.	The children were so happy they jumped up and down.
S10.431	to kick	tannu	--	He kicked the ball.
S10.440	to dance	aaDu; cindulutokku   	--	Though the music stopped they kept on dancing.
S10.450	to walk	naDucu, naDacu; pacaarum; meTTu	--	The children walk to school every day.
S10.451	to limp	kuNTu	--	After his foot injury he limped for months.
S10.460	to run	uruku; duuTu; parigettu	duuTu v.i. class. to run, rush.	They ran all the way to school.
S10.470	to go	arudencu; eegu; eegudencu, eetencu; canu, canudencu; wellu	arudencu v.i. class. to come, go, proceed. canu v.i. class. 1 to go. canudencu v.i. class. to go, come, proceed.	Sometimes I go to school by car, sometimes on foot.
S10.471	to go up	ekku	--	I went up on the roof to get a better view.
S10.472	to climb	adhiroohincu; aaroohincu; egapaaku 	--	If you want to pick mangos, you must climb the tree.
S10.473	to go down	digu	--	Come down from the roof or you'll fall down.
S10.474	to go out	daaTu	--	Get out of here before you get hurt!
S10.480	to come	arudencu; ceeru, ceerukonu; muTTu 	arudencu v.i. class. to come, go, proceed.	When I came to school it was still closed.
S10.481	to come back	tippiweeyu; tirugu; 	--	He left and then came back an hour later.
S10.490	to leave	tyajincu; daaTu; wiDu	--	The guest arrived yesterday and left this morning.
S10.491	to disappear	antardhaanam awu; adṛśyam awu; egiripoowu; kanumarugawu; gallantu awu; naśincu; poowu; maTumaayam awu; marugu[na]paDu; marugu[na]paDu 	--	The man disappeared without a trace.
S10.510	to flee	uuDu; paraaru cittagincu; palaayanam awu, palaayanam cittagincu, palaayana mantram paThincu; paaripoowu, wenniccu 	--	Because of the fire they had to flee their home.
S10.520	to follow	anusarincu; tarumu 	--	I came here first, my family followed me later.
S10.530	to pursue	tarumu, weNTa tarumu, weNTaaDu, wembaDincu; wennaaDu; weeTaaDu 	--	The policeman pursued the thief.
S10.550	to arrive	ceeru, ceerukonu; muTTu 	--	The guest arrived yesterday and left this morning.
S10.560	to approach	edureegu; kawiyu; ceera poowu; ceeru; taarukonu; daggirapaDu; daakonu; samiipincu 	kawiyu v.i.  class. to approach	As we approached the city we could see the lights in the distance.
S10.570	to enter	uccu; coccu; corabaaru, jorabaru; tuuru; duuru, duusukonu, duusukupoowu; praweeśincu 	--	She entered the room and sat down.
S10.5800	to go or return home	-	--	After working in the field the farmer went home.
S10.610	to carry	mooyu, paTTukonu	--	She carried her baby home.
S10.612	to carry in hand	ceetilo paTTukonu	--	She carried a stone in her hand.
S10.613	to carry on shoulder	mooyu	--	He carried the books on his shoulder.
S10.614	to carry on head	tala meeda mooyu	--	She carried the fruit basket on her head.
S10.615	to carry under the arm	cankana peTTukonu	--	She carried her bag under her arm.
S10.620	to bring	teccu	--	Please bring me the book you are holding.
S10.630	to send	ancu; uccu; tagulu; pampu; panucu; puttencu	panucu v.t. class. to send. puttencu v.t. class. to send, despatch.	She sent her parents some money.
S10.640	to lead	naDupu, naDapu	--	The dog led the hunter to the fox.
S10.650	to drive	naDipincu; pooniccu 	--	He can drive a car, but not a truck.
S10.660	to ride	sawaariiceeyu, swaariiceeyu	--	She rides her horse to work every day.
S10.670	to push	irikincu; jarupu; toopu, toopulaaDu; dobbu; nuuku; neTTu; tooyu	--	Don't push me or I'll fall down.
S10.710	the road	teragu, teruwu ; doowa, troowa, towwa; patham; baaTa; maargam; rastaa; wiidhi 	teragu n. class. 1 way, path	Many cars drove up and down the road.
S10.720	the path	goorje; teragu, teruwu; daari ; doowa, troowa, towwa; patham; punta; maargam 	teragu n. class. 1 way, path	The path leads from the house to the field.
S10.740	the bridge	wantena; waaradhi; seetuwu 	seetuwu n. class. bridge, causeway.	A beautiful bridge stood over the river.
S10.750	the cart or wagon	śakaTam	--	The cart was pulled by a horse.
S10.760	the wheel	cakram	--	The car has four wheels.
S10.770	the axle	akSam, irusu 	--	–
S10.780	the yoke	kaaDi; puuju 	--	–
S10.7900	the sledge/sled	saluguDu	--	–
S10.810	the ship	ooDa: naawa; nawka  	--	–
S10.830	the boat	naawa;  paDawa 	--	–
S10.831	the canoe	taaTidoone	taaTidoone n. hollowed out palmyra stump used for directing the flow of water baled from a well or as a canoe for transport.	–
S10.832	the outrigger	-	--	–
S10.840	the raft	teppa; ballakaTTu 	--	–
S10.850	the oar	teDDu	--	–
S10.851	the paddle	kSeepaNi ; teDDu	kSeepaNi n. class. paddle	–
S10.852	to row	-	--	–
S10.860	the rudder	cukkaani, cukkaanu	--	–
S10.870	the mast	kambam; terakoyya 	--	–
S10.880	the sail	teracaapa	--	–
S10.890	the anchor	langaru	--	–
S10.910	the port	ooDareewu; nawkaasrayam 	--	–
S10.920	to land	neela miidaki digu	--	–
S10.99901	to accompany	anusarincu; tooDupoowu; wembaDincu 	--	--
S10.99903	to carry on the back	veepu meeda mooyu	--	--
S10.99904	to dip	muncu; munaka, munuka 	--	--
S11.110	to have	ondu; kaancu, gaancu 	ondu v.t. 1 class. to obtain, possess, have. kaancu, gaancu v.t. 1 class. to have, obtain, acquire, achieve	The boy has a flower in his hand.
S11.120	to own	-	--	The woman owns a car.
S11.130	to take	andukonu; parigrahincu; tiisukonu	andukonu v.i. and t. take up, pick up	I took my bag and walked to the market square.
S11.140	to grasp	waDukkonu; paTTukonu	waDukkonu v.t. slang to grasp, grab, take forcibly.	Make sure you grasp the rope with both hands.
S11.150	to hold	oDisipaTTu, waDisipaTTu; jumaayincu, jhumaayincu; bigincu 	hold frimly, tightly	I held the baby in my arms.
S11.160	to get	-	--	–
S11.170	to keep	kaapaaDu; takkincukonu, dakkincukonu; padilam ceeyu; bhadramceeyu, bhadraparacu 	--	I like the hat you gave me and I'd like to keep it.
S11.180	the thing	artham; dinusu; padaartham; wastuwu; sangati 	--	My brother is rich, and many things in his house are never used.
S11.210	to give	andincu; iccu, iwwu; osangu	osangu v.t. class. to give.	The girl gave the boy a flower.
S11.220	to give back	phiraayincu	--	I lent you my watch, and you haven't given it back yet.
S11.240	to preserve	jaagrattaceeyu; dakkincu; pukkiTa peTTukonu 	--	I think these traditional customs should be preserved. / The wreck was preserved by the muddy sea bed.
S11.250	to rescue	uddharincu; rakshincu	--	He saved his friend from drowning.
S11.270	to destroy	dhwamsincu; naśimpajeeyu; paaDu ceeyu, paaDupeTTu; buggi ceeyu; samayincu 	dhwamsincu v.t. class. to destroy. samayincu v.t. class. to destroy	The school was completely destroyed by fire.
S11.280	to injure	gaayaparacu; himsincu 	--	The falling tree injured two loggers.
S11.2900	to damage	paangoTTu	paangoTTu v.t. dial. to damage, spoil.	The fire damaged the house but it was quickly repaired.
S11.310	to look for	anweeSincu; cuucukonu 	--	I am looking for my purse; I must have lost it on my way.
S11.320	to find	-	--	I had lost my purse but I found it again.
S11.330	to lose	koolupoowu, koolpoowu; poogoTTu 	--	I had lost my purse but I found it again.
S11.340	to let go	wiDu; wadulu	--	She let go of the rope.
S11.430	the money	artham; kaasu; camuru; cilum; Dabbu, Dabbudaskam; taNDulaalu; taylam; dastu; drawyam; dhana; paykam; ruuka; sommu 	camuru I. n. 1 oil. 2 colloq. Money; cilum1 n. 1 verdigris, metal tarnish. 2 metallic taste. 3 colloq. Money; taNDulaalu n. pl. 1 class. rice. 2 colloq. money, cash.  dastu n. 1 cash, money.taylam n. 1 oil; 2 ointment. 3 slang money.	A thousand dollars is a lot of money.
S11.440	the coin	iccaruupaayi, iccuruupaayi, wiccaruupaayi, wiccuruupaayi; kaasu; naaNem	iccaruupaayi, iccuruupaayi, wiccaruupaayi, wiccuruupaayi n. rupee coin.	I don't have any coins left, only paper money.
S11.510	rich	pasiDi; dhanawantuDu	--	The beggar invested his money so well that he became rich.
S11.520	poor	baDugu; biida;	--	After he became rich, he donated a lot of money to poor people.
S11.530	the beggar	tiripekaaDu; bikaari; bhikSukuDu; maadaakabaLam waaDu; muSTiwaaDu 	--	The beggar collected money in a cup.
S11.540	stingy	pisinaari, piinaasi	--	He is so stingy he doesn't heat his house even in winter.
S11.610	to lend	iccu; eruwu iccu, eruwiccu 	--	Can you lend me your ladder?
S11.620	to borrow	appuceeyu	--	Can I borrow your ladder?
S11.630	to owe	acci uNDu; baakii uNDu 	--	My brother owes me 100 Euros.
S11.640	the debt	appu; ṛNam 	--	He now had enough money to pay off his father's outstanding debts.
S11.650	to pay	aalakincu; muTTaceppu 	--	I paid 100 Euros for this book.
S11.660	the bill	huNDii, uNDii	3 bill or cheque or draft on a bank.	–
S11.690	the tax	kappam; tiiruwa, tiirwa; mahasuulu, maasuulu; sunkam 	--	If you don't pay your taxes, you go to jail.
S11.770	to hire	adde; kiraayi 	--	We need to hire/employ more workers if we want to finish the task in time.
S11.780	the wages	weetanam	--	The job's not very exciting, but he earns a good wage.
S11.790	to earn	aarjincu; gaDincu; laabhapaDu, laabham pondu; sampaadincu; samupaarjincu 	--	The job's not very exciting, but he earns a good wage.
S11.810	to buy	konu; krayincu; khariidu ceeyu	--	I bought ten bananas for a dollar.
S11.820	to sell	ammu;  wikrayincu 	--	He sold his car for five thousand Euros.
S11.830	to trade or barter	wastu maarpiDi	--	The farmer traded his cow for three goats.
S11.840	the merchant	koomaTi; wartakuDu; wayśyuDu; wyaapari, wyaapaarasthuDu 	--	–
S11.850	the market	bajaaru; wip[h]aNi 	--	He is going to the market to buy vegetables.
S11.860	the shop/store	angaDi; koTTu; dukaaNam; wip[h]aNi	--	There are no shops in the market, only open stalls.
S11.870	the price	khariidu; dhara; paNam; wela  	--	The price of these bananas is two dollars a bunch.
S11.880	expensive	khariidayna; wyayapuurita; priyam	--	Mangos are more expensive than bananas.
S11.890	cheap	cawka, cawkabaaru 	--	Bananas are so cheap even poor people can afford them.
S11.910	to share	paalupancukonu, paalupancukonu, pancukonu	--	The girl shared the cookies with her brother.
S11.920	to weigh	ettuweeyu; kaaTaa; tuukam weeyu, tuucu, tuugu 	--	The bag weighs 10 kilograms.
S11.99904	the property	aasti; aastipaastulu; mulle[e]; sottu, sommu 	--	--
S11.99907	to receive	andukonu; kaykonu, gaykonu; grahincu; parigrahincu; pondu	--	--
S12.0100	after	 awatala; tadanantaram; tarawaata, taruwaata, tarwaata; darimilaa; pimmaTa; weNTa, wembaDi; wenaka, wenuka 	--	After the storm we went outside again.
S12.0110	behind	caaTuna; weNTa, wembaDi; wenaka, wenuka, wenakala, wenakaala 	--	I can't see the tree, it's behind the house.
S12.0120	in	na; paTTuna; loo; loopala	--	–
S12.0130	at	kaTTa ; kaDa ; daggira, daggara; na; paTTuna	--	–
S12.0200	beside	centa	--	Beside the house there are some trees.
S12.0300	down	digasana; diguvuna, k[r]indana	--	She looked down into the well.
S12.0400	before	mungala, mundara, mundaTa; munupu 	--	Before the war people freely crossed the border.
S12.0410	in front of	mungala, mundu; mogadala; mroola; mroola 	mogadala I. n. front part. II. adv. used postpositionally in front of; gummam ~ in front of the doorway.	In front of the house is a white gate.
S12.0500	inside	pukkili ; bukka; loo	--	What's inside the box?
S12.0600	outside	aawala, awala; bayaTa, bayTa; weli; welupala, welapala 	--	It's cold outside.
S12.0700	under	kinda, krinda, kindugaa 	--	He hid under the table.
S12.0800	up	ega ; miida	--	She looked up into the sky.
S12.0810	above	pay, payna; miidanunci, miinci 	--	Above the house flew a dove.
S12.110	the place	antupontu, antupantu; aaTapaTTu; aaśrayam; aaspadam; ikkuwa; immu; irawu, irumu, iruwu; cooTu; T[h]ikaaNaa, Tenki; Thaawu; taawalam, taawaram, taawu; pradeeśam; waaTi[ka]; sthaanam 	ikkuwa n. class. 1 place. Thaawu n. class. place.	This place is too hot, let's look for a cooler place.
S12.120	to put	peTTu; weesukonu 	--	He put the book on the table.
S12.130	to sit	kuur-cuNDu, kuurconu, kuucunu, kuuconu; bayThaayincu 	--	Let's sit under the tree.
S12.140	to lie down	orugu; tongu; paNDu; śayanincu 	--	She lay down in her bed but could not fall asleep.
S12.150	to stand	nilucu	--	He got tired of standing and sat down.
S12.160	to remain	uNDu	--	I plan to remain here for a week.
S12.170	the remains	-	--	After the earthquake, some people continued to live in the remains of their homes.
S12.210	to gather	uurcu; eekam ceeyu; kuuDakaTTukonu; gumiguuDu; samakuurcu; samiikarincu; seekarincu; kuuDagaTTu	--	He gathered wild mushrooms for dinner.
S12.212	to pick up	andukonu; ettukonu; eeru 	--	She picked up the stone and then threw it down again.
S12.213	to pile up	peerukonu, peercu; raaśipooyu; lagaayincu 	--	He piled up the mushrooms he had collected.
S12.220	to join	aNTakaTTu; atikincu; anubandhincu; kalupu; muDiweeyu 	--	He joined the two boards with nails.
S12.230	to separate	paapu; wingaDincu; wiDagoTTu wiDadiiyu, wiDipoowu, wiDu; wibhajincu; weeru ceeyu, weeruparacu 	--	He separated the two boards by pulling out the nails.
S12.232	to divide	andaceeyu; pancipeTTu, pancu, pampakam ceeyu ; saddu 	saddu v.t. to distribute evenly or proportionately	She divided the bananas equally among the children.
S12.240	to open	teracu, terucu; wiccu; wippu 	--	He opened the door and went out.
S12.250	to shut	kaTTiweeyu, kaTTeeyu; mukuLincu; muuyu 	--	After coming in, he shut the door.
S12.260	to cover	apawaarincu; aawarincu; kappi peTTu, kappu; kammu, kammukonu; muuyu 	--	He covered the child with a blanket.
S12.270	to hide	kammu, kammukonu; taladaacukonu; daakkonu, daagukonu, daagu, daacukonu; maruguparacu, marugunapeTTu 	--	Hide your money here, so no one can find it.
S12.310	high	uThaaNi; uttaalam, uttunga; unnata; ekkuwa; poDagu, poDawu, poDugu, poDuwu; ettu	--	The eagle flew so high it was hardly visible.
S12.320	low	-	--	The bat flew so low its wings brushed against the bush.
S12.330	the top	agram; upparam; eguwa; Taapu 	--	The top of the tree caught fire.
S12.340	the bottom	aDuguna	--	The coin was lying on the bottom of the pond.
S12.350	the end(1)	antam; antupontu, antupantu; miti; civara	--	At the end of the village stood a small house.
S12.352	pointed	koora	--	He pierced the leather with a pointed knife.
S12.353	the edge	ancalam, ancu; upaantam; motta 	ancalam n. class. 1 edge, border. motta n. side, edge.	–
S12.360	the side	oora; cempa; taTTu; daNDa; dikku; pakkam; peDa; wanka; waara; waypu 	--	There were trees on both sides of the house.
S12.370	the middle	naDi, naDuma; boDDu; madhyam; mayam	mayam n. colloq. middle, centre	–
S12.410	right(1)	kuDi	--	on the right side
S12.420	left	daapaTa, daapala; eDama	daapaTa, daapala adv. on the left hand side.	on the left side
S12.430	near	upaanta; cengaTa; darigaa; daapuna; sannihita; samiipa 	cengaTa adv. class. near, close by.	She was standing near enough to hear what they said.
S12.440	far	antala pontala; suduura 	--	–
S12.450	the east	tuurpu; tolidikku; puurwam; praacyam 	--	–
S12.460	the west	paDamaraM; pascimam 	--	–
S12.470	the north	uttaram; udiici 	udiici n. class. north.	–
S12.480	the south	dakSiNa, dakSiNam 	--	–
S12.530	to grow	pencu	--	–
S12.540	to measure	kolataweeyu, kolucu 	--	–
S12.541	the fathom	baara	baara n. 1 two stretched arms, six feet, two yards, one fathom	–
S12.550	big	oDDu; gaNDu; doDDu; bhaarii 	--	–
S12.560	small	alpa; koddi, koddipaaTi; kSudra; ciTTi, cituku; cinna; bucci, bujji; sunta; suukSma; swalpa; hraswa 	--	–
S12.570	long	uttaalam; diirgha; niDuda; poDagu, poDawu, poDugu, poDuwu; sudiirgha 	--	–
S12.580	tall	uttunga; poDagu, poDawu, poDugu, poDuwu 	--	–
S12.590	short	kuruca, kuraca; poTTi	--	–
S12.610	wide	Suwiśaala; weDalpu	wide, extensive	–
S12.620	narrow	iruku; sankucita; sanna 	--	–
S12.630	thick	gahana[m]; daTTam, dappa; daLasari; saandra 	--	a thick board
S12.650	thin	arbhakam; Diilu; piila; wakki; sanna	--	a thin board
S12.670	deep	nimna; lootu	--	–
S12.680	shallow	lootuleeni	--	–
S12.710	flat	cadunu	--	–
S12.730	straight	ṛju; niTaaru; tinnaga	--	–
S12.740	crooked	aSTaawakram; kuncita; kuTila; wankara; wakra; wikaTa 	kuncita adj. class. bent, crooked, curved.	–
S12.750	the hook	onke; koNDi; kokkii, kokkem; koliki; wankii 	--	–
S12.760	the corner	kooNam; ceragu; muula 	--	–
S12.770	the cross	siluwa	--	–
S12.780	the square	gaDi; caturasram; cadaram 	geometrical shape	–
S12.810	round	aaNi; uNDa, uNDram; guNDu, guNDra[m], guNDrani; boNDu; wartula; walayaakaara; wṛtta 	--	–
S12.820	the circle	cakram; walayam; wṛttam 	--	–
S12.830	the ball	uNTa; kandukam; gooLam 	--	–
S12.840	the line	ṛjureekha; giiTu; caara; jiira 	--	–
S12.850	the hole	kanta, kranta; kannam; kalugu 	--	–
S12.920	similar	anuruupa; tattulyam; tulita; diiTu 	--	–
S12.930	to change	tappincu; maarcu, maarcukonu, maaripiDiceeyu 	--	The baby changed her life.
S12.99901	apart	alaayidaagaa; eDangaa; duurangaa; peDagaa  	--	--
S12.99902	back	tirigi	--	--
S13.0100	one	eekam; oka 	--	one tree
S13.0200	two	reNDu	--	two trees
S13.0300	three	muuDu	--	three trees
S13.0400	four	uDDa, uDDaa; naalugu; punjeDu	--	four trees
S13.0500	five	aydu	--	five trees
S13.0600	six	aaru; SaT 	--	six trees
S13.0700	seven	aarunnokaTi; eeDu 	aarunnokaTi n. seven (circumlocution to avoid use of the word eeDu	seven trees
S13.0800	eight	aSTa; enimidi 	--	eight trees
S13.0900	nine	tommidi; nawa 	--	nine trees
S13.100	ten	daśa, daśakam; padi 	--	ten trees
S13.101	eleven	padakoNDu	--	eleven trees
S13.102	twelve	dwaadaśam; paNDreNDu; panneNDu 	paNDreNDu n. class. twelve	twelve trees
S13.103	fifteen	padiheenu	--	fifteen trees
S13.104	twenty	iraway; wimśati 	--	twenty trees
S13.105	a hundred	wanda; śatam 	--	a hundred trees
S13.106	a thousand	weyyi, weeyi; sahasram 	--	a thousand trees
S13.107	to count	ennu, ennukonu; lekkaceeyu, lekkapeTTu, lekkincu 	--	The teacher was counting the children as they got on the bus.
S13.140	all	antaa; akhila, akhila; aśubhram; ella; tamaam; nikhilam 	nikhilam adj. class. all,	All the children got on the bus.
S13.150	many	adhika; aneeka; caalaa; jaasti; naanaa; padi; palu; pekku; sphiitam; bahu	sphiitam adj. class. 1 swollen, turgid. 2 much, many.	There are many children on the bus.
S13.160	more	jaasti; marinta; lessa; heccu, heccugaa 	--	Today I found more mushrooms than yesterday.
S13.170	few	katipaya; punjeDu; konni	--	There are few mushrooms in this forest.
S13.180	enough	saripaDaa	--	Today I found enough mushrooms for our supper.
S13.181	some	antoo intoo; allanta; eemaynaa, eemannaa; okinta; katipaya; kaasta; koncem 	--	Today we found some mushrooms.
S13.190	the crowd	uccayam; utkaram; gumpu; gumi; janabaahuLyam; T[h]oolaa; tuugiDii, tungiDii 	uccayam n. class. crowd.	There was a large crowd of people waiting outside the theatre.
S13.210	full	paripuurNa; puurNa; prapuurNa; ninDu	--	An empty pot is easier to carry than a full pot.
S13.220	empty	abooru; utta, utti, waTTi, oTTi; rikta; śuunya 	--	An empty pot is easier to carry than a full pot.
S13.230	the part	angam; amśa;  awayawam; minjumala; wibhaagam   	--	The front part of the car was badly damaged.
S13.2310	the piece	khaNDam; cheedam; mukka	--	a piece of cheese
S13.240	the half	adda; ara, ardha; sagam, saham 	--	She cut the banana in two halves and gave one half to her husband.
S13.330	only	keewalam	--	Saturn is the only planet with rings.
S13.3310	alone	eekaantangaa; oNTigaa; onTari	--	Don't leave me alone.
S13.340	first	agra; uttama; toli; modaTi 	--	You are the first person I see today.
S13.350	last	antima, antya; aakharu; kaDa; kona; carama; ciwara, ciwari; tuTTatudi, tuTTatuda, tudi 	--	You were last person I saw before going to bed.
S13.360	second	dwitiiya; mali, malu; renDawa	--	You are the second person I see today.
S13.370	the pair	jaNTa; jata; jooDaa, jooDii, jooDu; dwandwam; sangaDi; iruwuru	--	a pair of shoes
S13.380	twice/two times	inumaaru; renDu saarlu	--	He came over twice today.
S13.420	third	tṛtiiya; muuDoo 	--	You are the third person I see today.
S13.440	three times	MubbaDi; muuDu saarlu	--	He came over three times today.
S13.99901	a little	aNuleeśam; okinta; kaastaa; kiisa; ciru	--	--
S13.99902	by	walla	--	--
S13.99903	each or every	prati	--	--
S13.99904	the centigram	-	--	--
S13.99905	the yard	gajam	--	--
S13.99906	thirty	mupphay	--	--
S13.99907	to fill	nincu, nimpu; puuDcu 	--	--
S13.99908	to substitute	badulu	--	--
S13.00000	zero	śuunyam; haLLi; sunna	--	The number ten is written as a one and a zero.
